students in his 40 years of teaching college. War is hell, he says, and when it was over, he wanted to	come	home and rejoin his young family and not dwell on it. He earned a	come	go	come	drive	walk	arrive	masc_written	written	#newspaper:newswire#	newspaper:newswire_NYTnewswire9.txt	1	46641	10	0.2380613190868069	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
Pamper and a Minnie bag. He heads for the bathrooms, waits impatiently for a woman to come along to check the Dames. When no one	goes	in or out, he pushes the door open and walks in, bending to look in the	go	goes	comes	drives	walks	arrives	OANC_written	written	#fiction#	fiction_TheStory.txt	4	35235	10	0.5910265131552327	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
see i'd want to be there in the mornings like from nine thirty to ten thirty oh i don't think that would be bad at all if you're in Richardson you'd probably wanted to	come	to the to the Dallas site oh i i'm actually right on the Plano line	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2382-ms98-a-trans.txt	1	1847	10	0.2427581022759679	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
provides these nuggets: 1) Lewinsky cried herself to sleep Friday night upon learning that she had to	come	back to Washington for more questioning; 2) She suffered the "indignity" of discovering that Ken Starr had reserved but not	come	go	come	drive	walk	arrive	OANC_written	written	#journal#	journal_Article247_835.txt	1	28957	10	0.19777101385056503	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
The next time the soldiers, came through, the guerrillas were in front of the house, in the road, there's one, of those huge rocks, that you can sit on, and when they were eating. When all of a sudden, a girl	went	by, I was washing (clothes), a girl	go	went	came	drove	walked	arrived	OANC_spoken	spoken	#face-to-face#	face-to-face_ArguetaBertila-ENG.txt	3	24071	10	0.2631399704659452	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
no and i know um when i pick my kids up from school they wanna	come	home and i and i would hate for them to have be picked up by a day care and be taken to another large group situation they do	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3693-ms98-a-trans.txt	1	3090	10	0.23708047445134905	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
After I worked there, then, that, I went to, San Miguel, because my daughter, also, had, she needed me. And, I kept on, and finally when I saw that life was really expensive, and I didn't have, I couldn't work anymore since I'm not a professional, then I decided to	come	(to the US), because also, well, the, there in that area, since now there wasn't anywhere to work, I had left hidden from the guerrillas, and, well, that's what I continued. Well, and I forgot to tell you when the soldiers came, to my house, the guerrillas were there, the guerrillas went back.	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_ArguetaBertila-ENG.txt	1	1264	10	0.3376587638540545	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
uh i might really agree with it you know if they tell you before you	come	into employment like when you're going to get hired um-hum	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3273-ms98-a-trans.txt	1	2798	10	0.29901371205499727	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
yeah we got at TI to drive into town and almost buy it undercover at the time they were doing it that's exactly what happened to us we were living um in Minneapolis at the time and we were getting ready to	come	back to Texas um and	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2281-ms98-a-trans.txt	1	1706	10	0.2853601182700246	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
um-hum that Catholics all it's a home centered you know it's all family centered anyway so you usually are living where your parents live and it's all your you don't have to	come	home so the Catholics would make a pilgrimage in older Europe but when the Protestant ethic happened in America there were people who ever went out and you know went away from the family to seek their fortune and then had to	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3070-ms98-a-trans.txt	1	2652	10	0.18290538125948638	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
you were you were more ambitious than they would let you be right and the money didn't	go	with the positions yeah	go	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2767-ms98-a-trans.txt	1	9792	10	0.19460606702545502	gpt2_large_gpt2_large_gpt2_med_gpt2_med_gpt2_xl_gpt2_xl_gpt_gpt_roberta_roberta
AEROMAX 2000 HAND-THROWN PARACHUTE W/MAN $9.99 "hours of fun for young & old alike."--Man goes up; man	comes	down. Man goes up; man	come	goes	comes	drives	walks	arrives	OANC_written	written	#journal#	journal_ArticleIP_31316.txt	4	31106	9	0.8407688295960729	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt_roberta_txl
no it was down it was down i had to have the window down i went to uh put the window back up it was the middle of winter and the window wouldn't go up because i had the cable yeah so you had a trip that you had to go to the next day in the middle of winter and your window would not	come	back up all right and no i took the door all apart again and i moved the cable over so it wasn't blocking the window but uh i don't know it used to be fun doing those sorts of things and i don't maybe i'm loosing interest or	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw4290-ms98-a-trans.txt	1	3496	9	0.9046212283688129	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
um-hum um-hum it told what happened when they got there and how many kids they had and it just kept	coming	on up through the generations so it was really that was really neat and	come	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw2485-ms98-a-trans.txt	2	4689	9	0.5716898264771597	bert_base_bert_large_distilbert_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
examples of wit without causing anyone to cringe, perhaps the moment has	arrived	to make some distinctions and straighten out the nomenclature among	arrive	gone	come	driven	walked	arrived	OANC_written	written	#journal#	journal_VOL21_4.txt	5	27118	9	0.49711290354132603	bert_base_bert_large_distilbert_gpt2_base_gpt2_med_gpt2_xl_gpt_roberta_txl
yeah yeah spent whatever came in and and uh didn't never knew what came in what	went	out but uh just you know like about like the government runs right	go	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw3090-ms98-a-trans.txt	3	25678	9	0.4784110461124429	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_roberta_txl
Unlike the Canary Islands, Madeira offers no tax con­cessions for visiting shoppers, so this is not the place to	come	in search of cheap electrical items, cameras, or watches.	come	go	come	drive	walk	arrive	OANC_written	written	#travel_guides#	travel_guides_berlitz1_WhatToMadeira.txt	1	41927	9	0.3352503601269292	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
the postal density of carriers' walking between nearby stops is lower than that of carriers'	driving	between greatly separated stops. The postal density of 89 addresses per hour for the most	drive	going	coming	driving	walking	arriving	OANC_written	written	#government#	government_PostRateComm_Cohenetal_DeliveryCost.txt	2	43361	9	0.6107855324162696	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
yeah um i'd like to come back to Dallas right now i'm in Utah of course so um but my family's there so yeah i'd like to	go	back oh huh	go	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3397-ms98-a-trans.txt	1	12138	9	0.7762504414261838	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
yeah it is it's i was i was i was i i went i went in thinking it'll be okay not great and then i actually	came	away thinking it was really pretty good so yeah it's funny we've got a couple of movies out recently Ghost and Defending Your Life that have to do with	come	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw2662-ms98-a-trans.txt	3	577	9	0.220805002749987	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
Cal's a great great great school it really is yeah yeah i want to	come	visit California at some point you've never been	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2829-ms98-a-trans.txt	1	2422	9	0.5156929448014895	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
oh wow and it was wonderful so you know i'm	coming	to to Plano thinking well gosh it's going to be really great it's ranked so much better yes	come	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw3246-ms98-a-trans.txt	2	4970	9	0.3120026272760492	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
that when i do buy again uh i bought this car that i've got new but probably what i'm going to do sometime in the future is uh i'm going to look around for a good clean used car a year or two old yes that's exactly what they told me they told me too they said you should get it two years because i don't know because the price has	come	down that much in the two years yeah yeah	come	gone	come	driven	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw3938-ms98-a-trans.txt	5	3273	9	0.5300548962437129	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
five minutes longer before the designated patting. This goes on for a week, two weeks, maybe even a month. If all goes well, the day finally	arrives	when the child can fall asleep without fuss and go the whole night without being fed.	arrive	goes	comes	drives	walks	arrives	OANC_written	written	#journal#	journal_ArticleIP_2020.txt	4	27143	9	0.3220276017289693	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
a couple got separated the guy had menacing the his ex-wife um they filed the court order to keep him away he got picked up once or twice and then the last time he didn't get picked up he just	came	in there and uh and killed the woman oh	come	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw4265-ms98-a-trans.txt	3	1177	9	0.2346451243939645	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
And he was 50 at this point in time, or 51. And we went down to Atlanta for him to talk to people down there and they told him that they couldn't do anything so if he really wanted to be in the army he needed to	come	back and go up to the Pentagon. So we drove up to Washington, and he went to the Pentagon and tried really hard for them to take him back and they said that what he was doing with the post office was in the best interest of the government and the country and he could serve much better by getting the mail to the soldiers.	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_WorthingtonFrances.txt	1	1474	9	0.2659540530961614	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
so you're not going to stay down there in Miami not uh not long term then after a week or two in Houston i'll either	come	back to Miami or i'll go to Bermuda uh-huh	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3721-ms98-a-trans.txt	1	3098	9	0.33104087584003505	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
he's uh uh well it's about a man uh that uh leaves his home and	comes	back to his wife and his wife's all excited but the guy that	come	goes	comes	drives	walks	arrives	OANC_spoken	spoken	#telephone#	telephone_sw2181-ms98-a-trans.txt	4	3780	9	0.28022351419560493	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
And, I kept on, and finally when I saw that life was really expensive, and I didn't have, I couldn't work anymore since I'm not a professional, then I decided to come (to the US), because also, well, the, there in that area, since now there wasn't anywhere to work, I had left hidden from the guerrillas, and, well, that's what I continued. Well, and I forgot to tell you when the soldiers came, to my house, the guerrillas were there, the guerrillas	went	back. They hid and, the soldiers came to the house.	go	went	came	drove	walked	arrived	OANC_spoken	spoken	#face-to-face#	face-to-face_ArguetaBertila-ENG.txt	3	24070	9	0.2456719585303627	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_roberta_txl
in science okay yeah i would think that that's where it would	come	through what grade level would that be would that be um	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3063-ms98-a-trans.txt	1	2647	9	0.3122853820263403	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt_roberta_txl
Nearby, Fustic Street Craft Market is a constant buzz of activity. This is the place to	come	to check out the full range of local handicrafts and souvenirs. The windows and doors of over 100	come	go	come	drive	walk	arrive	OANC_written	written	#travel_guides#	travel_guides_berlitz1_WhatToJamaica.txt	1	41909	9	0.2910158021611873	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
although i guess on this topic i talk about the uh service in a restaurant is always nice though too that's one thing what's that yeah oh yeah and and the price and the price make you wanna	come	back well i find that lately that so many people are working you know they're working waitressing jobs or waiter	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3359-ms98-a-trans.txt	1	2861	9	0.15916829664385868	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
in Germany uh and we we took a lot of vacations while we were there because everything was within	driving	distance well	drive	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw2868-ms98-a-trans.txt	2	6118	9	0.3486561800955299	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
myself. I could lose my shirt at any moment. I have had noticeable losses, and the feeling of humiliation that	goes	with them. Kinsley	go	goes	comes	drives	walks	arrives	OANC_written	written	#journal#	journal_ArticleIP_3854.txt	4	36271	9	0.34619766486503356	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
and they used to call it the uh the UCLA invitational because they figured everybody else is just	coming	to just to be there yeah	come	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw2271-ms98-a-trans.txt	2	4610	9	0.4006491949808889	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
right they couldn't yeah they couldn't yeah it's true they Saddam thought he had the whole thing uh figured out to to which way we were	coming	and which what what our doctrine was that uh well had had we done a frontal assault it probably would have worked more to his favor	come	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw2130-ms98-a-trans.txt	2	4559	9	0.34288399883932175	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
uh was with a friend of mine uh we were going to go down to uh South Padre and we got down there and it was rainy and yucky and we decided just turn around and	come	back oh now that's someplace i've never been i'd like to go down there	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3522-ms98-a-trans.txt	1	2954	9	0.4042211062156979	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
oh okay Brigham Young i see all right so but i get to	come	home and on the nineteenth and i'm so excited so homesick oh really	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3448-ms98-a-trans.txt	1	2912	9	0.23216148437098205	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
yeah and you know i i can go out and mow the grass and everything else and and stand it just fine and uh but my wife she's real hot natured She she would uh she just gets gets outside for five ten minutes and she's ready to	come	back in So i don't i don't think camping this time of year would i don't even think she'd think about it oh gosh yeah	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2855-ms98-a-trans.txt	1	2446	9	0.41391705657284655	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
taxes. "Taxes," or some equivalent word, appears in 43 of the 52 inaugural addresses to date. Coolidge said in 1925: "The time is	arriving	when we can have further tax reduction. ... I am opposed to extremely high rates, because	arrive	going	coming	driving	walking	arriving	OANC_written	written	#journal#	journal_ArticleIP_2556.txt	2	27185	9	0.18506346738428214	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
that Catholics all it's a home centered you know it's all family centered anyway so you usually are living where your parents live and it's all your you don't have to	come	home so the Catholics would make a pilgrimage in older Europe but when the Protestant ethic happened in America there were people who ever went out and you know went away from the family to seek their fortune and then had to	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3070-ms98-a-trans.txt	1	2653	9	0.2008157558091418	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_roberta_txl
our son has talked a lot about Texas A and M he's but he thinks he wants to be a writer and i don't think that well then he should	come	to U T yes	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3120-ms98-a-trans.txt	1	2701	9	0.25961132898676376	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
yeah that's that's all they make them in now i think so he was disappointed in that but he still went with the step side because he thought it was easier to get in and around it and take things off the truck and so on without always having to	come	out the back yeah	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw4201-ms98-a-trans.txt	1	3442	9	0.15679287872858885	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
Population: 666,000 Tenerife is not only the largest of the Canaries geographically, it also offers the tourist more sights, more attractions, more towns and cities to explore, and more contrasts than any of the other islands. Where else can you look around a banana plantation and then take a short	drive	half-way up a mountain for a snowball fight? Tenerife has been welcoming visitors from cold northern climes since the 19th century. However, the focus has changed from the cloudy, green north coast where Puerto de la Cruz was once the favorite resort (it is still enormously popular), to the hot, dry, arid south.	drive	go	come	drive	walk	arrive	OANC_written	written	#travel_guides#	travel_guides_berlitz2_CanaryIslands-WhereToGo.txt	1	43055	9	0.22602952725215542	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
So anyhow, I think I spoke to Ramona again. No, it was just that one time in the morning, and she said that she was going to	come	back to the office. Well, I wasn't even thinking about that, but I was so frustrated, and, I ended up talking to him again.	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_FeberAngelina.txt	1	1312	9	0.1671082901853894	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
and i go religiously for a check up every year and uh my triglycerides were three hundred and sixty five now this what makes me mad i'm i i don't eat beef i don't use salt i watch my diet all the time and i uh it was three sixty five it's supposed to be a hundred and fifty my cholesterol was two hundred and thirty five well i've gotten that down to a hundred and ninety and my triglycerides have	come	down to two seventy three but they told me that it takes about three months for triglycerides to	come	gone	come	driven	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw2696-ms98-a-trans.txt	5	2246	9	0.38561104225608805	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
um and like milk cartons and things like that it's amazing how much plastic you generate yeah i was amazed at how many cans that we got uh because when the kids first	went	down i said that you know that's great and i was thinking you know maybe i'd help supplement it you know when they turned them in but yeah yeah	go	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw3130-ms98-a-trans.txt	3	25749	9	0.2878819378603897	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
From Kathmandu, short trips to the valley rim make it possible for those with limited time to see the high mountains at sunrise or sunset. Nagarkot, which stands on the crest of a ridge at 2,195 m (7,200 ft), is about an hour’s drive from Bhaktapur and one of the best places in the Kathmandu area for viewing the Himalayas. From this aerie on the rim of the Kathmandu Valley, 322 km (200 miles) of the Himalayas stretch out before you in an immense wall of rock and ice. Although there are excellent views from the many lodges and hotels here, the view is even better from a nearby observation tower, which can be reached in about an hour’s	walk	from Nagarkot. From this observation tower, it is possible to see as far as Mount Everest. Most visitors come for the sunrise or sunset on the mountains, and though the weather is often at its clearest in the early morning, low clouds and fog often obstruct the view. The Kathmandu area’s other popular mountain-viewing spot is the village of Dhulikhel, which has a view very similar to that from Nagarkot and is a bit easier to reach, since it is on the main highway to Tibet. This highway passes through Banepa, where you can turn off to visit Panauti. The buildings here have great artistic and historic importance and for this reason have become the focus of a French-funded restoration project. Today, this out-of-the-way village offers a fascinating glimpse into the Kathmandu Valley’s small-tow	walk	go	come	drive	walk	arrive	OANC_written	written	#travel_guides#	travel_guides_berlitz2_Nepal-WhereToGo.txt	1	45219	9	0.4392177573518824	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_roberta_txl_bert_base_bert_large_distilbert
Sequels: 45845 "You look exhausted,"? she spoke again. "Do you want to	come	lie down or something? I've got a hotel room up at the Montier."? At his inquisitive look she added, “I've got connections with the guy who owns it, so he lets me live there."? After a moment he agreed. "Yeah that'd be great. It would probably be safer if we traveled in stealth though. There might be more of those guys,"? he suggested, looking around warily.	come	go	come	drive	walk	arrive	masc_written	written	#ficlets#	ficlets_1403.txt	1	46553	9	0.4007397332012167	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_bert_base_bert_large_distilbert
