oh wow and it was wonderful so you know i'm	coming	to to Plano thinking well gosh it's going to be really great it's ranked so much better yes	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw3246-ms98-a-trans.txt	2	8	0.3443145012444735	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_xl_gpt_roberta
that when i do buy again uh i bought this car that i've got new but probably what i'm going to do sometime in the future is uh i'm going to look around for a good clean used car a year or two old yes that's exactly what they told me they told me too they said you should get it two years because i don't know because the price has	come	down that much in the two years yeah yeah	gone	come	driven	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw3938-ms98-a-trans.txt	5	8	0.5889574363344873	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_roberta
he's uh uh well it's about a man uh that uh leaves his home and	comes	back to his wife and his wife's all excited but the guy that	goes	comes	drives	walks	arrives	OANC_spoken	spoken	#telephone#	telephone_sw2181-ms98-a-trans.txt	4	8	0.3099130660381778	bert_base_bert_large_distilbert_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
in science okay yeah i would think that that's where it would	come	through what grade level would that be would that be um	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3063-ms98-a-trans.txt	1	8	0.3486645668774876	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt_roberta
so she would just substitute once or twice a week you know just for that little extra money when we were in school then we would just	come	home and just be you know go to a neighbor's house for an hour then she'd be home but she wouldn't do that every day right	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2552-ms98-a-trans.txt	1	8	0.2654810856851589	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt
and they used to call it the uh the UCLA invitational because they figured everybody else is just	coming	to just to be there yeah	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw2271-ms98-a-trans.txt	2	8	0.44595417521672764	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_roberta
yeah and you know i i can go out and mow the grass and everything else and and stand it just fine and uh but my wife she's real hot natured She she would uh she just gets gets outside for five ten minutes and she's ready to	come	back in So i don't i don't think camping this time of year would i don't even think she'd think about it oh gosh yeah	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2855-ms98-a-trans.txt	1	8	0.4367786582425003	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
um and like milk cartons and things like that it's amazing how much plastic you generate yeah i was amazed at how many cans that we got uh because when the kids first	went	down i said that you know that's great and i was thinking you know maybe i'd help supplement it you know when they turned them in but yeah yeah	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw3130-ms98-a-trans.txt	3	8	0.29855117359375266	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
And my brothers and myself were not the only people that did this; all the kids that would	go	to the movie knew to do this. We would	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_NapierDianne.txt	1	8	0.17072791819260325	gpt2_base_gpt2_base_gpt2_large_gpt2_large_gpt2_med_gpt2_med_gpt2_xl_gpt2_xl
you were you were more ambitious than they would let you be right and the money didn't	go	with the positions yeah	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2767-ms98-a-trans.txt	1	8	0.23000846085766158	gpt2_med_gpt2_med_gpt2_xl_gpt2_xl_gpt_gpt_roberta_roberta
yeah yeah spent whatever came in and and uh didn't never knew what came in what	went	out but uh just you know like about like the government runs right	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw3090-ms98-a-trans.txt	3	7	0.598737294214607	bert_base_bert_large_distilbert_gpt2_base_gpt2_med_roberta_txl
you just eat when you have something to eat you just go in and you don't know when you're	coming	out right	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw2715-ms98-a-trans.txt	2	7	0.8030182469086168	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt
yeah it is it's i was i was i was i i went i went in thinking it'll be okay not great and then i actually	came	away thinking it was really pretty good so yeah it's funny we've got a couple of movies out recently Ghost and Defending Your Life that have to do with	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw2662-ms98-a-trans.txt	3	7	0.26978331750621753	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_txl
uh-huh uh that go spend all day at work and they want to	come	home and they want some quiet yeah relax and try to go to sleep really yeah	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2368-ms98-a-trans.txt	1	7	0.4249459861474244	bert_base_bert_large_distilbert_gpt2_large_gpt2_med_roberta_txl
and it looks nice it does i was i because it took several days and i work so he was on his own during the house during the day and then i would just have to	come	home and call him at night and say excuse me uh-huh	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3913-ms98-a-trans.txt	1	7	0.2112227705156731	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt_txl
Washington DC was only six percent and where i moved from Virginia was only four and a half percent and i can tell you we were upset when it	went	to four and a half i know	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw3782-ms98-a-trans.txt	3	7	0.2233296994788432	bert_base_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
so you're not going to stay down there in Miami not uh not long term then after a week or two in Houston i'll either	come	back to Miami or i'll go to Bermuda uh-huh	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3721-ms98-a-trans.txt	1	7	0.4131950815949989	bert_base_bert_large_distilbert_gpt2_base_gpt2_xl_gpt_roberta
see i'd want to be there in the mornings like from nine thirty to ten thirty oh i don't think that would be bad at all if you're in Richardson you'd probably wanted to	come	to the to the Dallas site oh i i'm actually right on the Plano line	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2382-ms98-a-trans.txt	1	7	0.32887006297386906	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_xl_roberta
right right and and some people some of the older people today uh their husband's handled all the finances so now they find themselves left out in the cold and they're really really not savvy as far as it	comes	to finances to handling their own personal affairs um-hum	goes	comes	drives	walks	arrives	OANC_spoken	spoken	#telephone#	telephone_sw2937-ms98-a-trans.txt	4	7	0.7806714256524011	bert_base_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt
no and i know um when i pick my kids up from school they wanna	come	home and i and i would hate for them to have be picked up by a day care and be taken to another large group situation they do	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3693-ms98-a-trans.txt	1	7	0.27521555675348824	bert_base_distilbert_gpt2_base_gpt2_xl_gpt_roberta_txl
right they couldn't yeah they couldn't yeah it's true they Saddam thought he had the whole thing uh figured out to to which way we were	coming	and which what what our doctrine was that uh well had had we done a frontal assault it probably would have worked more to his favor	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw2130-ms98-a-trans.txt	2	7	0.3741155977667255	bert_base_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
uh was with a friend of mine uh we were going to go down to uh South Padre and we got down there and it was rainy and yucky and we decided just turn around and	come	back oh now that's someplace i've never been i'd like to go down there	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3522-ms98-a-trans.txt	1	7	0.48397094551484826	bert_base_bert_large_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
hm i don't know but i think that for example after the uh after the uh Iran Iraq War when uh oil oil prices	came	way down i think it would have been news that oil company profits decreased as i'm sure they did you just didn't hear about it right	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw4106-ms98-a-trans.txt	3	7	0.35956938083485357	bert_base_bert_large_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
uh-huh but now that i you know work in the manufacturing plant then it's just it's so much more difficult for me to to actually get dressed up to	come	in to work like that right	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2652-ms98-a-trans.txt	1	7	0.4851822457199325	bert_base_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
so uh it was just not really fun at all no i came i had asked my neighbor to	go	with me and she decided to she had to fly so i thought i'll	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2712-ms98-a-trans.txt	1	7	0.2062878729021105	bert_base_gpt2_base_gpt2_large_gpt2_med_gpt_roberta_txl
but uh this hasn't been reflected in my appraisals and i was just telling my wife the other night you know i says i i wonder who it is you talk to here in the state about about protesting this because if and only uh interest rates i'm sorry uh property values don't	come	back up which means i can see that i can uh get again at least what i could have gotten for my house a year ago then i'm not being fairly appraised	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2831-ms98-a-trans.txt	1	7	0.2912562801488202	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
oh yeah that would be nice i would love to go there and course there's a lot of places in the United States i still want to	come	you know go to now have you been to Yellowstone	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3496-ms98-a-trans.txt	1	7	0.6661097040665058	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
well you don't have a choice of where you're going so when you get ready to	come	down you have to you know you it's more or less like letting the air out he can land more or less where he wants to it's just that there's no like if he wanted to go one place he would have to know which way the wind is blowing yeah	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2317-ms98-a-trans.txt	1	7	0.2994172030565497	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
and we went to this one it was called The Back Porch and uh they were cooking the stuff you know while we were we went on this boat ride and then we	came	back and ate out on this it was like a back porch oh that's nice	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw2608-ms98-a-trans.txt	3	7	0.2758041721226194	distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
uh they have wonderful pictures photographs and just amazing photographs that they've done yeah we used my little sister was blind and going to school and she would have to	come	home and i cut out different she wasn't fully blind just legally blind	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2968-ms98-a-trans.txt	1	7	0.14390325054755246	distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
PLoS Medicine is keen to work with authors towards making such reporting possible. But although the time might have	gone	when the two-dimensional journal article could suffice for complex papers, clinicians should nonetheless apply the same critical	gone	come	driven	walked	arrived	OANC_written	written	#technical#	technical_plos_pmed.0020055.txt	5	7	0.8193006656486224	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
Then they went on, they didn't make it to the house. At about, about three weeks later, then arrived a group of about four, at my brother's house, and told him, that they were	coming	to, to be, that is to take control of the place, where we lived. Well, but that they weren't going to steal, they weren't going to kill, neither would they harm the people, but it we didn't, if we worked with them.	going	coming	driving	walking	arriving	OANC_spoken	spoken	#face-to-face#	face-to-face_ArguetaBertila-ENG.txt	2	7	0.41639234396687064	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
Pamper and a Minnie bag. He heads for the bathrooms, waits impatiently for a woman to come along to check the Dames. When no one	goes	in or out, he pushes the door open and walks in, bending to look in the	goes	comes	drives	walks	arrives	OANC_written	written	#fiction#	fiction_TheStory.txt	4	7	0.5863380445542884	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
revolutionary proportions, but why do you identify so much with the Jewish plight portrayed in Fiddler on the Roof? Um, well my favorite part was the two staircases, one going up and one	coming	down, or there were three actually, one going nowhere, in between. Dad, come on, you're making no sense at all.	going	coming	driving	walking	arriving	OANC_spoken	spoken	#face-to-face#	face-to-face_WentzLarry.txt	2	7	0.582259544783659	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
yeah we got at TI to drive into town and almost buy it undercover at the time they were doing it that's exactly what happened to us we were living um in Minneapolis at the time and we were getting ready to	come	back to Texas um and	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2281-ms98-a-trans.txt	1	7	0.2808847256022386	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
And she was, she was going very, too fast, and she crashed and then she, um, she goes there, um, every year she	comes	out at night and then one time a guy passed through that curve and saw her and he stopped there and picked her up and she told him that if she can, if he can take her home to her parents house. And he goes, "Yeah, sure, I'll take you."	goes	comes	drives	walks	arrives	OANC_spoken	spoken	#face-to-face#	face-to-face_CorderoRosalinda.txt	4	7	0.3082521990236374	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
After I worked there, then, that, I went to, San Miguel, because my daughter, also, had, she needed me. And, I kept on, and finally when I saw that life was really expensive, and I didn't have, I couldn't work anymore since I'm not a professional, then I decided to	come	(to the US), because also, well, the, there in that area, since now there wasn't anywhere to work, I had left hidden from the guerrillas, and, well, that's what I continued. Well, and I forgot to tell you when the soldiers came, to my house, the guerrillas were there, the guerrillas went back.	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_ArguetaBertila-ENG.txt	1	7	0.31133212680765726	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
So we, once again, parted ways. Several weeks later, after the other relationship had run its course and had been completely wound down, um, I invited Sally to	go	to a, um, I think 25th anniversary party with some, some people that I worked with. Um, we ended up getting together that Friday night before, to meet some other friends of mine to kind of give her a baptism by fire.	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_LowranceHugh.txt	1	7	0.2410000579820175	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
The meager looking pieces. So my mother use to sit back in her chair in the den and talk about how one Saturday Granny, uh, had decided she was going to go to town and you know back then, you're talking, oh probably 1930s, early 1930s, uh, my mother would've been 10 or 12, somewhere around there, and Granny, uh, went to the train track to get on the little trolley train, whatever they had at that time to	come	downtown. Uh-huh.	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_LeakJeffrey.txt	1	7	0.3626241051747711	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
based on a poverty population formula. About 21 percent of the fees would	come	to this Kentucky Legal Aid office, Crocker said. "We have bipartisan support on this issue and it isn't a tax	go	come	drive	walk	arrive	OANC_written	written	#government#	government_Media_Legal_Aid_looks_to_legislators.txt	1	7	0.41701285708680036	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
Once upon a time there was this little girl and her family. [SEP] And the mother asked the little girl to please	go	in and wash the dishes so that she could	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_ReidSandra.txt	1	6	0.6898838758822778	bert_base_bert_base_bert_large_bert_large_distilbert_distilbert
Unlike the Canary Islands, Madeira offers no tax con­cessions for visiting shoppers, so this is not the place to	come	in search of cheap electrical items, cameras, or watches.	go	come	drive	walk	arrive	OANC_written	written	#travel_guides#	travel_guides_berlitz1_WhatToMadeira.txt	1	6	0.44512052772266403	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_roberta
yeah exactly you know everybody's anxious to get going and get away and go do their thing but then they really want to	come	home and they can't always uh-huh	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3621-ms98-a-trans.txt	1	6	0.38261732595520703	bert_base_bert_large_distilbert_gpt2_base_gpt_txl
yeah it sort of that does make you feel better though i had to admit that you know after yeah because when i get off work i usually	come	home and fix dinner and watch TV and then i'm tired i take a nap whatever yeah	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3977-ms98-a-trans.txt	1	6	0.26263738604559744	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_xl_gpt
uh-huh well prices have	come	down on the homes the duplexes yeah i mean we'll our neighbors the attached on the other side they're very nice thank God they paid fifty eight for it	gone	come	driven	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw2921-ms98-a-trans.txt	5	6	0.2920560889829023	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl
well i i i suspect we should probably have an independent auditing agency	go	in and look at how the	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2794-ms98-a-trans.txt	1	6	0.46753251696837617	bert_base_bert_base_bert_large_bert_large_roberta_roberta
And he um, s, he gave, he gave, um, the lady his, his phone number and he, she said, "Well where are you so I can tell your mommy where to	come	get you at," and the little boy gave her the address of where he was and said, "Please call my mommy. I'm lost and I want my mommy to	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_LloydTabatha.txt	1	6	0.33512277590259204	bert_base_distilbert_gpt2_base_gpt2_large_gpt2_med_txl
judiciary system and everything else it's just uh it's terrible the way it is right now i think the general public is so overwhelmed by things right now so many different things	coming	in so many different directions that they've just decided to become apathetic towards it all because they realize there's absolutely or they think that there's absolutely nothing they can do about it	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw3828-ms98-a-trans.txt	2	6	0.3319137542370883	bert_base_bert_large_gpt2_large_gpt2_med_gpt2_xl_roberta
you mean i understand when they pulled the troops out of uh or they reduced the number of troops in Europe after the Berlin Wall	went	down i thought that was great but by no means do i	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw2602-ms98-a-trans.txt	3	6	0.4354672762565359	bert_large_gpt2_large_gpt2_med_gpt2_xl_roberta_txl
and i go religiously for a check up every year and uh my triglycerides were three hundred and sixty five now this what makes me mad i'm i i don't eat beef i don't use salt i watch my diet all the time and i uh it was three sixty five it's supposed to be a hundred and fifty my cholesterol was two hundred and thirty five well i've gotten that down to a hundred and ninety and my triglycerides have	come	down to two seventy three but they told me that it takes about three months for triglycerides to	gone	come	driven	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw2696-ms98-a-trans.txt	5	6	0.48322720406723557	bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl
sure right now we've got a V-6 in it and that seems to be just fine i know they said they're	coming	out with some V-8s now and i think that's probably a little overkill for this day and age yeah i'm surprised to hear that the V-8s are	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw4339-ms98-a-trans.txt	2	6	0.33394471862859626	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt
right now we've got a V-6 in it and that seems to be just fine i know they said they're	coming	out with some V-8s now and i think that's probably a little overkill for this day and age yeah i'm surprised to hear that the V-8s are	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw4339-ms98-a-trans.txt	2	6	0.3616707732420766	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt
you know in fact you'll get it at Presbyterian if you show up there too and we have that happen we have patients that	go	through Parkland through the clinic and at the last minute they come to us well yeah	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3500-ms98-a-trans.txt	1	6	0.31385887921944955	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_roberta
. So anyway, along we	came	into this big cavern and there were these big dolls and bright colors and trains just kind of lurching through this, this water. It was really cool actually and I don't remember when it started because all of us were kind of looking around but somebody said, "Look at Melissa!"	went	came	drove	walked	arrived	OANC_spoken	spoken	#face-to-face#	face-to-face_HebardCliff.txt	3	6	0.41501613644272584	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_roberta
and craft questions is more profound than the power to choose and craft answers--and with that power	goes	responsibility. When the question is as controversial as the answer, journalists who report the exact answer and who	goes	comes	drives	walks	arrives	OANC_written	written	#journal#	journal_ArticleIP_33709.txt	4	6	0.9461361661352362	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
well i guess there were i guess it was pretty popular because there was quite a lot of Twin Peak conversation well the thing i liked about it was that it was so unconventional that you couldn't predict what was	coming	next well at least that that's what i like about a show if if you can predict it it's not worth watching	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw2162-ms98-a-trans.txt	2	6	1.0112761818582998	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
yeah um i'd like to come back to Dallas right now i'm in Utah of course so um but my family's there so yeah i'd like to	go	back oh huh	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3397-ms98-a-trans.txt	1	6	0.674645677515448	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
And I don't know I never knew what was	coming	I, I, I never knew what they did when you broke a jaw. Did they put you to sleep?	going	coming	driving	walking	arriving	OANC_spoken	spoken	#face-to-face#	face-to-face_GreeneKevin.txt	2	6	0.46194316707549815	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
cocaine production in Colombia alone could triple. Where is all that cocaine going? Some officials think it's going to Europe; others think it's	coming	here and that Americans are using more cocaine than previously feared. Not everyone	going	coming	driving	walking	arriving	OANC_written	written	#journal#	journal_Article247_3993.txt	2	6	0.8443985497541625	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
children's spouses and i have five boys and a girl and uh oh where did the girl	come	in the middle uh-huh we kept trying but uh the our our daughter or none of them have worked very much while their children have been little	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3629-ms98-a-trans.txt	1	6	0.5600217134341855	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
even at your age well like my younger brothers and sisters at home like when it starts getting nice outside in the summer and everything she'll she makes us go outside even now when i go home for the summer she makes us go outside and we're allowed to	come	in and watch TV until it's dark because she doesn't like the TV herself uh-huh	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2576-ms98-a-trans.txt	1	6	0.2403062151634162	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
um-hum you know like it's not like they just like well then the second time when i got hired i knew what was	coming	you know so then they checked us again in the middle of the summer yeah	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw2136-ms98-a-trans.txt	2	6	0.3832882229112607	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
and he was joking with me about how i wasn't going to watch half of it i was going to close my eyes and there were quite a few scenes where i did but this one scene i knew something bad was	coming	i could tell so i ducked my head and about that time i heard the audience go and my boyfriend jumped	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw2670-ms98-a-trans.txt	2	6	0.7574984268176378	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
& old alike."--Man goes up; man	comes	down. Man goes up; man	goes	comes	drives	walks	arrives	OANC_written	written	#journal#	journal_ArticleIP_31316.txt	4	6	0.8093770434367856	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
While Clarke strongly favored giving the CIA more money for counterterrorism, he differed sharply with the CIA's managers about where it should	come	from. They insisted that the CIA had been shortchanged ever since the end of the Cold War.	go	come	drive	walk	arrive	OANC_written	written	#technical#	technical_911report_chapter-6.txt	1	6	0.22506350116977777	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
uh-huh but usually when i go into the hot tub before i go swimming or when i	come	out i'm totally relaxed when i go home it's no big deal so you really do enjoy your exercise then since your	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2603-ms98-a-trans.txt	1	6	0.29961421339452077	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
means that it's hard to see how economic growth is going to be sustained there, investors are wagering that the Japanese economy is	coming	back. Or it could mean that ... Actually, the whole thing is probably just a conspiracy. Just	going	coming	driving	walking	arriving	OANC_written	written	#journal#	journal_Article247_3454.txt	2	6	0.3515342767925987	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
