And there's many things about this place that are very unusual, and one of the things that I find very fascinating is how quiet it gets. [SEP] It's the quietest place. [SEP] When the wind is down, when there's no wind, it wakes you up in the middle of the night because there's no wind, and there's no sound at all, and if you	walk	out on the ice, you can hear your own heartbeat, that's how still it is.	natural	CORE;   TV/Movie Script; Encounters At The End Of The World Script - transcript from the; http://www.script-o-rama.com/movie_scripts/a1/encounters-at-the-end-of-the-world-script.html	walk	natural	natural	1	none	listener	out on the ice	
Once you	walk	into a room of forty students who are fifteen years old and gaze into the abyss, nothing really gets you any more in terms of social interactions. [SEP] They will break you if they smell the slightest weakness- like sharks with blood in the water- so I was forced to adapt.	natural	CORE; Interactive Discussion; How to stop being intj or at least neutralize cons? - INTJ Forum; http://intjforum.com/showthread.php?p=3047556	walk	natural	natural	1	none	listener	into a room	
Walking barefooted is another interesting thing. [SEP] In Bulgaria, even if you	walk	in your garden most people would ask you- " Where are you shoes? ". [SEP] Here, people walk barefooted everywhere- even to the shop, and it is perceived as completely natural.	natural	CORE; Personal Blog; Everyday life (a.k.a i don't know how to name this post) « Glasgow; http://glasgowuniversityabroad1213.wordpress.com/2012/10/06/967/	walk	natural	natural	1	none	listener	in your garden	
The central pivot of your argument is that theft is just something we'll have to learn to accept. [SEP] It's not only something that is happening but it's a " rite of passage " == cool. [SEP] Would you	walk	into a 7-11 and steal a candy bar? [SEP] You probably would not. [SEP] If you would, we, as a society, have people to arrest you for breaking a societal law.	natural	CORE; Opinion Blog; When It Comes to Television Content, Affiliate Fees - Above the Crowd; http://abovethecrowd.com/2010/04/28/affiliate-fees-make-the-world-go-round/	walk	natural	natural	1	none	listener	into a 7/11	
You're a fundraiser getting ready to make the ask for a large sum of money. [SEP] You're the best fundraiser on the planet because you have a pitch that can move the heavens. [SEP] You	walk	into the donor's office, introduce yourself and place an information packet in front of the donor.	natural	CORE;   Opinion Blog; Biggest Mistakes in Web Design 1995-2015 - Web Pages That Suck; http://www.webpagesthatsuck.com/biggest-mistakes-in-web-design-1995-2015.html	walk	natural	natural	1	none	listener	into a donor's office	
Willow had spent most of her life in Sunnydale so she didn't have a lot to compare with, but she was pretty sure most smaller cities didn't have a 24-hour leathergoods store. [SEP] Certainly not this cheap, at least - economies of scale, according to Anya; in a town full of vampires and general badassness, there seemed to be a lot of demand for leather pants. [SEP] After that thing with Oz she hadn't ever shopped here again and it had become one of those shops you	walk	past without thinking.	natural	CORE;   Short Story; That There Is Not Me - beer_good - Buffy the Vampire Slayer; http://archiveofourown.org/works/533188	walk	natural	natural	1	none	listener	past	FID?
We came into this with more joy to create trees, and plants, and flowers, and waterfalls, things that are more beautiful to everybody. [SEP] And now when you pick the plants you see them being removed. [SEP] This game has herbalism in spades. [SEP] And then you feel guilty if you	walk	by a plant you could've picked.	natural	CORE; Other; How To Create A World: Skyrim's Director On Building A Never; http://www.fastcompany.com/1794290/how-create-world-skyrims-director-building-never-ending-fantasy	walk	natural	natural	1	none	listener	by a plant	
For once in your life, don't be realistic. [SEP] Decades ago, it wasn't realistic to	walk	into a room and flip on a light switch. [SEP] It was even more unrealistic that we could bend metal into a form that would allow us to transport people and goods over oceans or across the country. [SEP] Great ideas are very often unrealistic ones.	natural	CORE; Opinion Blog; It's a Long Way to the Top - EpicLaunch; http://epiclaunch.com/its-a-long-way-to-the-top/	walk	natural	natural	1	none	PRO	into a room	
They got to the mall and went into Nordstrom's. [SEP] " I hope it isn't a suit, " he joked. [SEP] " I never wear suits. " [SEP] " No, it isn't. But it's something that you always wear with a suit. " [SEP] " A tie? Why would I wear a tie if I never wear suits? " [SEP] " Not a tie, silly, " she said, as they	walk	into the shoe department. [SEP] She had noticed that he always wore the same pair of shoes in class. [SEP] She had guessed that he wore size 11, and had picked out a nice two-tone casual model by Clark. [SEP] She hoped that he would like the shoes as much as she did.	natural	CORE; Short Story; 115. The Way to a Man's Heart?; http://www.rong-chang.com/eslread/eslread/ss/s115.htm	walk	natural	natural	1	none	protagonist	shoe department	
James Gross woke up without power on a most important day Monday. [SEP] After 14 months recovering from an illness, he was finally in a place to use his degree and was scheduled to interview at Fortune 500 insurance and financial services company Mutual of Omaha in the afternoon. [SEP] " His last hope, " he said. [SEP] [SEP] He showered in the dark, his power having been knocked out by high winds, and put on dress pants without being able to iron them - luckily, they weren't too wrinkled, he said. He	walked	to a downtown city bus stop, giving himself several hours' buffer to get 10 miles north to Voyager Parkway, in case the bus was running late. [SEP] Twenty minutes later, he learned the bus was not coming. [SEP] Mountain Metro Transit services were suspended due to extreme wind conditions, following a warning from the Colorado Department of Transportation about high-profile commercial vehicles traveling in the windy conditions.	natural	COCA; 2017 (17-01-09); Force of southern Colorado windstorm shocks everyone from long; NEWS: Colorado Springs Gazette	walk	natural	natural	3	none	protagonist	to a downtown city bus stop	
Business was very bad indeed. [SEP] The bay mare would have no oats tonight. [SEP] Cadogan had removed her saddle and bridle and turned her loose to graze, knowing she would not wander far. [SEP] She was too old and too wise to stray. [SEP] This was the only home she had known for two years and she was content. [SEP] He could hear her tearing up mouthfuls of dry grass. [SEP] Cadogan stopped rubbing his shoulder and stood deep in thought. [SEP] Then he	walked	around to the rear of the building, where he had stacked a quantity of firewood along the north wall. [SEP] Heavy branches had been chopped into neat lengths, ready for burning. [SEP] Kindling was wedged between the logs and the wall to create an added layer of insulation. [SEP] Cadogan reached in and pulled out a handful of sturdy twigs. [SEP] Ignoring the protestations of his aching body, he crouched and set them on the ground.	natural	COCA; 2013; New York : Forge,Edition: 1st ed.; After Rome :a novel of Celtic Britain; Llywelyn, Morgan.; FIC: After Rome :a novel of Celtic Britain	walk	natural	natural	3	none	protagonist	around to the rear of the building	
After a lunch in the sun, our next stop took us along a path scattered with remnant fruit trees before reaching Cabell Marsh. [SEP] Luckily, the kids got plenty of fresh fruit before arriving at the marsh, which I will soon explain was no easy task for our stomachs. [SEP] As we entered the currently dried up marsh, enough so that we could	walk	along its base, our new guide, volunteer Lowell, explained the reasoning behind this occurrence. [SEP] Every few years, invasive carp overpopulate the marsh, destroying habitat for migrating birds. [SEP] During the off-season, the marsh is drained to kill off all of the inhabiting carp, as well as invasive bull frogs.	natural	CORE;   Personal Blog; Faces of Nature: The Outdoor Experience; http://facesofnatureusfws.blogspot.com/2012/10/the-outdoor-experience.html	walk	natural	natural	1	none	speaker	into the marsh	
I totally love living in this RV. [SEP] It's a great feeling to drive over to my mom's house and have her say " Oh, you didn't happen to bring those tickets, did you? " and to just be able to	walk	into my house and get them. [SEP] My parents are really into the RV thing, which is funny.	natural	CORE; Personal Blog; My Spending Over the Last 8 Days - SEBASTIAN MARSHALL; http://sebastianmarshall.com/my-spending-over-the-last-8-days	walk	natural	natural	1	none	speaker	into my house	
On the way home we detoured via Abakhan fabrics (it was a detour too as it's in completely the opposite direction) so that I could pick up a few supplies. [SEP] I didn't actually go to buy fabric but really - what stitcher is going to	walk	into a fabric shop and not even take a peek at the fabric?	natural	CORE; Personal Blog; The Treehouse: Some Kind of Wonderful progress...; http://treehouse.typepad.com/treehouse/2012/10/some-kind-of-wonderful-progress.html	walk	natural	natural	1	none	speaker	into a fabric shop	
There's nothing in the world I love more, not even a third as much. [SEP] Me and Mark. [SEP] I wanted to fall asleep there, for maybe three hundred hours, and dream that I was the object of Mark's fancy. [SEP] There is no way for him to escape me. [SEP] I have thought that I have seen him. [SEP] At a train station, buying a magazine, but I couldn't stop to look or I would have missed my train. [SEP] Once, two years ago,	walking	back from my high school, I thought I saw him drive by me in a pickup truck. [SEP] The truck stopped at a light, I looked right at the driver. [SEP] He looked at me and then he looked back at the steering wheel. [SEP] I continued to look at him.	natural	COCA; 2016; Madison Vol. 59, Iss. 2,  (Spring 2016): 77-85,172.; Fluffy the Cat; Nelson, Ingrid; FIC: Literary Review	walk	natural	natural	2	none	speaker	back from my high school	
At eleven we went downstairs and out. [SEP] I suggested a cup of coffee and he said that sounded good. [SEP] We	walked	to Eighty-sixth, where there was a diner he liked. [SEP] I was hungry enough to order a grilled-cheese sandwich and an order of onion rings. [SEP] He just wanted coffee.	natural	COCA; 1994; New York : W. Morrow; A Long Line fo Dead Men; Lawrence Block; FIC: A Long Line fo Dead Men	walk	natural	natural	3	none	speaker+addresse	to Eighty-sixth	
Entering this realm changes your view of the world to such a degree that malls become saddening. [SEP] I was in Tel Aviv a few weeks ago and decided to	walk	to Ramat Aviv mall. [SEP] I really liked the mosaic tiling around the low walls of the water garden although it was obvious where tiles that had fallen had been replaced with inadequate substitutes. [SEP] And I noticed one spectacular fish amongst all the brilliant koi, its bronze scales overlaid by a green-black patina -- such a beautiful color.	natural	CORE; Personal Blog; The Woman Citizen | Speaking to men and women as citizens, co; http://blog.seattlepi.com/civicfeminism/	walk	natural	natural	1	other; decide	attitude holder	mall	
When I got my suitcase and my box of stuff, I waited for about ten minutes. [SEP] Still, nothing. [SEP] So I walked around the whole area, still looking, getting more and more cranky (being exhausted and on the tail end of a really nasty cold will do that to you) until I decided to	walk	outside, get in a taxi (it was now almost midnight) and just get to the hotel so I could go to sleep.	natural	CORE; Personal Blog; WIL WHEATON dot NET; http://wilwheaton.net/	walk	natural	natural	1	other; decide	attitude holder	outside	
I think the freedom to come and go into the dining halls as we please is very important. [SEP] I really like the system, and I don't want it to change. [SEP] I live in a house on-campus where ID cards aren't needed to go in and out. [SEP] I would hate to think that I would	walk	all the way to a dining hall and be denied food because I left a dinky piece of plastic in another coat pocket.	natural	CORE;   Opinion Blog; Ron on Middlebury · How Should We Eat?; http://blogs.middlebury.edu/rononmiddlebury/2010/03/10/how-should-we-eat/	walk	natural	natural	1	other; hate to think	attitude holder	dining hall	
Henry dances with Clarissa. [SEP] Daphne approaches her father bitterly. [SEP] Clarissa: What are you doing? [SEP] Daphne: Giving you what you deserve. [SEP] Narrator 2: Daphne hands Clarissa the tiara, and runs out of the room. [SEP] Henry runs after her. [SEP] She stops, and faces him. [SEP] Daphne: Every birthday I waited in a special dress, hoping you 'd	walk	in and tell me you loved me. I thought something was missing, something I'd find here. [SEP] But you know what I miss now? [SEP] Myself. [SEP] I'm just Daphne. [SEP] And that's enough.	natural	COCA; 2003 (Mar); Vol. 26, Iss. 11; pg. 8, 6 pgs; What a girl wants; FIC: Scholastic Action	walk	natural	natural	1	other; hope	listener	in	
Living now in a 800,000 population, but my' burb is about 60,000, and I don't leave it often. [SEP] I don't like being in the country -- I like to be able to	walk	to stores etc. [SEP] And I hate long commutes. [SEP] But I don't want to be in the hustle and bustle of urban downtown, either. [SEP] Where I am is pretty much perfect for me right now -- although I can see that changing once the kids are out of school and I am thinking about retiring (my current location is walking distance to schools and work)	natural	CORE; Personal Blog; The Quiet of the Country — Patchwork Times by Judy Laquidara; http://www.patchworktimes.com/2012/10/17/the-quiet-of-the-country/	walk	natural	natural	1	other; like	attitude holder	to stores	
As a child, Susan studied shelter magazines as if they were toy catalogs. [SEP] (To this day, she saves reams of dog-eared pages.) [SEP] And while most teenage babysitters choose their gigs based on the quality of snacks or cable channels, Susan was attracted to her clients' decor. [SEP] " I watched the children of two different architects, " she says, " and I loved how the outsides of their houses were traditional, but then you 'd	walk	inside and the furnishings felt so fresh, crisp, and modern. [SEP] "	natural	COCA; 2011; Nov 2011; With Flying Colors; Glock, Allison; MAG: Country Living	walk	natural	natural	1	other; love	listener	inside	
There are people who live here and remember a time when their mother could	walk	to Midnight Mass at St. Joe's on Pine Ave. without getting her purse stolen.	natural	CORE; News Report/Blog; Five Families of New York City: Buffalo mob may be dead but it is not; http://www.fivefamiliesnyc.com/2012/09/buffalo-mob-may-be-dead-but-it-is-not.html	walk	natural	natural	1	other; remember	3rd	to mass	
Well, this is a story I told Nora that she actually used in this movie. [SEP] When I was single, I lived one block from Dennis. [SEP] I lived on 80th Street in New York City and he lived on 81st Street. [SEP] This is so weird, but I had this thrift store sweater that was blue and gray. [SEP] It went down below my knees. [SEP] Years later when we were together, Dennis says, " I saw this beautiful girl in the ugliest sweater. " Then he described it. [SEP] He said he remembered me	walking	down Amsterdam Avenue swinging my arms. [SEP] I think that proves my destiny theory, thank you very much.	natural	COCA; 1998 (19981213); SHOW; Pg. 1; NC; We^ve got Tom and Meg; BY CINDY PEARLMAN; NEWS: Chicago Sun-Times	walk	natural	natural	2	other; remember	speaker	down Amsterdam Avenue	
After a lengthy hospital stay, Tom was faced with a devastating discovery. [SEP] Seven months of his life were gone, erased from memory, including his wedding day. [SEP] Mr-KNUDSEN: That bothers me every day of my life, because that's our special day. [SEP] That's the biggest day of your life, and I have no idea it ever happened. [SEP] I don't have a clue that it even existed. [SEP] So in reality, he's saying he didn't experience that, he doesn't remember me	walking	down the aisle. [SEP] And that's something that I can't give to him. [SEP] Nobody can. [SEP] It's locked away in the brain that the memory won't give back to him.	natural	COCA; 2002 (20020805); Would you marry spouse again?; couples discuss why they would marry each other again; SPOK: Ind_Oprah	walk	natural	natural	2	other; remember	speaker	down the aisle	
" I saw you in the window -- you remember? -- and I got nervous, and I thought, I can't do this, I should leave this poor man alone -- " [SEP] Her voice hitched, as though she might cry. His misgivings curdled into alarm, and he scanned the store, hoping to see Allison, returning for him. [SEP] " -- But then tonight, I saw you	walk	in through the door, and I thought, that's him, and then I thought, maybe it's meant to be, you know? [SEP] Maybe I'm supposed to talk to you? [SEP] " [SEP] Connie smiled, then -- suddenly, weirdly hopeful. " [SEP] Do you think things are supposed to happen? [SEP] " she asked. " [SEP] Like in fate? [SEP] "	natural	COCA; 2012; New York : Grand Central Pub.,Edition: 1st ed; You came back :a novel; Coake, Christopher; FIC: You came back :a novel	walk	natural	natural	1	other; saw	listener	in through the door	
She made me take swimming lessons, tennis, golf, piano lessons, dancing school. [SEP] I wasn't good at any of it. [SEP] I was a mess. [SEP] School was something else. [SEP] At school I came alive. [SEP] I learned to read very quickly. [SEP] I think I learned early so that I could escape my miserable mother, and the uncertain anger of my father. [SEP] I would go to the library and take out six books at a time (the maximum) until one day my father saw me	walking	up Main Street hill carrying those books. [SEP] It wasn't ladylike, he scolded me, I must take out only three books at a time.	natural	COCA; 2000; New York : Harbor Electronic Publishing/HEPDigital.com; Sag Harbor is : a literary celebration; Calendrille, Maryann. Szoka, Kathryn; FIC: Sag Harbor is : a literary celebration	walk	natural	natural	2	other; see	speaker	up Main Street	
When my mom was first married, she made lasagna and used two whole heads of garlic thinking it was a clove. [SEP] My dad, not wanting to hurt her feelings, ate the lasagna. [SEP] He hates garlic to this day, some 35 years later. [SEP] My grandma did the same thing. [SEP] My grandpa used to talk about how he could smell it 3 blocks away as he	walked	home from the train station.	natural	CORE; Interactive Discussion; DH was going to use 3 cans of chilis in Adobe sauce!; http://community.cookinglight.com/showthread.php?130936-DH-was-going-to-use-3-cans-of-chilis-in-Adobe-sauce!	walk	natural	natural	2	other; talk about	homebase	home	
Everybody said I would have a girlfriend as soon as I got my driver's license, and they were right. [SEP] I got my license on July 6, and she and I started going together July 19. [SEP] That evening I drove by her house and her little brother saw me and ran inside, and then she came out. [SEP] She had told him to sit out front and watch for me. [SEP] In the glove compartment I had some cigars that belonged to a friend, and I asked her if she wanted to	walk	with me to his house to return them. [SEP] We went via the playing fields and the open fields behind the high school. [SEP] On our way back I took her hand. [SEP] She was wearing a kind of loose madras dress with a tear in the side. [SEP] It was just past sunset.	natural	COCA; 1994 (Oct); Vol. 274, Iss. 4; pg. 96, 9 pgs; Home town; MAG: Atlantic Monthly	walk	natural	natural	1	other; want	accompaniment	with me to his house	
Auburn announced last week that two heads of departments had resigned after an inquiry into easy courses. [SEP] David said that Auburn academic advisers had not steered him toward the sociology department, where he focused on social work. [SEP] " I wanted that major so I could learn social work and how to help kids like me, " he said. [SEP] " I earned this. [SEP] I always wondered what people thought of me when they would	walk	by the classroom with just a few of us kids in it. [SEP] I know they were saying,' There is the team's star player, but he's just a dumb football player. [SEP] ' "	natural	COCA; 2006 (20060814); Irons Brothers Overcome Their Doubts, Then Become Leaders for Auburn; By RAY GLIER; NEWS: New York Times	walk	natural	natural	1	other; wonder	3rd	by the classroom	
Travel guides always gave the Woo Woo Inn five stars for atmosphere. [SEP] " Uh, Cindy, could you tell me how to get to that cemetery you mentioned in your brochure? It's dark now, so I figure the spirits will be up and running soon. " [SEP] Her guest from the Dracula room offered Cindy a toothy grin showcasing his long pointy canines. [SEP] Running away, if the spirits had any sense.Cindy always wondered what dentists thought when patients	walked	in and said, " I wan na be a vampire, Doc. " She smiled at the mental picture.	natural	COCA; 2005; New York : Love Spell; Night bites; Bangs, Nina.; FIC: Night bites /	walk	natural	natural	3	other; wonder	3rd	in	
Danny waited up for Susan to come back. [SEP] It was seven thirty when she pulled in. [SEP] She was wearing her pale green shirt, with a new satiny scarf tied over the tops of her shoulders. [SEP] She was carrying a sack of groceries, and she started to put them away, a bag of flour, a few cans of corned beef hash, frozen vegetables, without greeting him. [SEP] He wondered if she thought of him anymore as she	walked	up and down the aisles of the Acme, what he liked; he could not imagine her putting much attention on shared meals, just on food, just on the common need to eat something.	natural	COCA; 1993;  Spring93, Vol. 29 Issue 2, p321, 21p; Things left undone; Tilghman, Christopher; FIC: Southern Review	walk	natural	natural	3	other; wonder	protagonist	up and down the aisles of the Acme	
" Something weird happened to me, " [SEP] I said by way of introduction. [SEP] " Yeah? What's that? " We were sitting cross-legged on the floor of the stacks, taking a break from shelving. [SEP] " I mean, not bad weird. Good weird, I guess. Someone asked me to watch her dog next week while she's away. A Sealyham. " [SEP] " Yeah? [SEP] A stranger	walked	up to you on the street and asked you to dog-sit? [SEP] " [SEP] " [SEP] Um, almost. [SEP] The pharmacist who filled a prescription for me. [SEP] " [SEP] " [SEP] That's crazy. [SEP] " [SEP] " [SEP] Yeah, well. [SEP] I get to meet a Sealyham. [SEP] " [SEP] " [SEP] You crazy dog-girl. [SEP] I don't know what the hell a Sealyham is. [SEP] " [SEP] " [SEP] A really cute terrier. [SEP] "	natural	COCA;          2019; Winter2019, Vol. 304, Issue 1; Waiting for Andy	walk	natural	natural	3	quote	3rd	to you	
Unlike Charisse, Kim was not eager to meet her sister. [SEP] " I didn't want to know her, " she says. [SEP] " It disturbed the memory I had of my father as the perfect dad. I found out family members were in touch with her but I wasn't ready for that. " [SEP] It took a mutual cousin's baby shower about six months later to bring the sisters together. [SEP] Kim steeled herself for the meeting. [SEP] " I felt her presence when she	walked	into the room, " she says. Kim watched Charisse greet relatives, wondering who would make the introduction. Eventually, she took a deep breath, strolled up to Charisse and ended the suspense herself with, " Hey, my name is Kim. [SEP] I hear you're Charisse, and you're my sister. [SEP] " Charisse smiled warmly and the pair embraced. [SEP] And with that, the tension started to melt.	natural	COCA; 2013; Dec2013, Vol. 44 Issue 8, p136. 5p. 2 Color Photographs; ANATOMY OF A FAMILY SECRET; STONE, ROBIN D; MAG: Essence	walk	natural	natural	3	quote	3rd	into the room	
Because he is looking into the flames, lost already in tomorrow, and making his small grunting sounds, not that different from the noises the mules are making as they graze, he does not notice the Indian woman standing at the edge of our circle of firelight, her animal-hide bag held before her. [SEP] " Do you reckon she just now	walked	out of the woods, " I say to him, " or has she been watching us all the time we were crossing the water and setting up for the night? [SEP] " [SEP] " [SEP] What, Carolina? [SEP] " he says without looking away from the story the fire must be telling him. " [SEP] Who? [SEP] " [SEP] " [SEP] The old woman yonder, " I say and look back at her.	natural	COCA;   2002 (2002); Vol. 87, Iss. 4; pg. 565, 21 pgs; Texas wherever you look; Gerald Duff; FIC: Southwest Review	walk	natural	natural	3	quote	3rd	out of the woods	
She tried to just let the child enjoy the day. [SEP] Plus, she forgot to pack her own meal and was overwhelmed, at the moment, by the complex tangles of her personal dietary concerns (what could a vegan-leaning pescatarian eat at this picnic?). [SEP] Thinking about food this much always made her head throb. [SEP][SEP] Tess closed her eyes, then opened them. [SEP] " Fine. Go with your sister. " [SEP] She looked over at her oldest daughter. [SEP] " Would you please	walk	with her to get a sno-cone? [SEP] I need to stay here with the twins. [SEP] "	natural	COCA; 2017; Charlottesville Vol. 93, Iss. 2,  (Spring 2017): 123-130,7; 25-Jun; Ward-Niven, Christina; FIC: The Virginia Quarterly Review	walk	natural	natural	1	quote	accompaniment	with her	
I find my mind wandering and next thing I know I'm watching Dylan as he is also half paying attention looking out the window in the other direction, luckily. [SEP] Next thing I know I'm staring into his eyes and he has that unguarded genuine smile I like. [SEP] I can't help but smile back. [SEP] The end of day bell jolted us out of whatever that was we were in. [SEP] As I was about to get up and bolt to the door, Dylan stops me asking " want to	walk	home together? [SEP] " [SEP] Before I knew what my mouth is doing, I hear myself respond with, " [SEP] Sure, " Luckily no-one was supposed to be picking me up anyway.	natural	COCA; 2018 (10/3/2018); K+; Finally	walk	natural	natural	1	quote	homebase	home	
Jeremy squatted alone in the dirt, building a mountain. [SEP] He worked steadily, calmly, diligently, and Oliver didn't know how long he'd stood staring at his son from the other side of a low chain-link fence that surrounded the yard. [SEP] But after a bit, a tiny slice of his own history, Jeremy looked up and caught sight of his dad. [SEP] The smile broke on his face like the dawn, only more readily. [SEP] It shimmered. [SEP] Jeremy rose from his haunches and ran to his dad. [SEP] " Let's	walk	home, " Oliver suggested, pulling his son up over the fence by his arms. " It's a beautiful day. [SEP] " Chastity and Oliver had grown up in the same trailer park, the one near the old RCA picture tube plant two miles west of the Indiana University campus, but had not known each other.	natural	COCA: 2014; Autumn2014, Vol. 27 Issue 3, p341-353. 13p; Siddhartha; AAMIDOR, ABE; FIC: Gettysburg Review	walk	natural	natural	1	quote	homebase	home	
There are many ideas for protecting New York from devastating storm surges in the future, barriers and gates, for example. [SEP] Writer Paul Greenberg has an idea of his own, and it's not something you might expect: oysters. [SEP] Centuries ago, oysters were a fundamental defense for the city, Greenberg wrote in an op-ed for The New York Times. [SEP] Greenberg lives in lower Manhattan, in an area that lost power from Sandy's storm surge. [SEP] " When you	walk	downhill (on Broadway), past a certain point you start to see this waterline on buildings, and if you peer into the windows of bars and restaurants, it just looks like there was a huge bar fight with a lot of mud, so you see chairs and tables thrown all over the place, " he said. "	natural	CORE; News Report/Blog; After Sandy, looking at oysters as a way to protect vulnerable - PRI; http://www.pri.org/stories/science/after-sandy-looking-at-oysters-as-a-way-to-protect-vulnerable-coastlines-12045.html	walk	natural	natural	1	quote	listener	downhill	
