The guidance counselors were about the only ones doing real work. [SEP] Even though most students had digested the information over the weekend, Goodwin said they had a steady stream of children not sure how to feel. [SEP] " We got a lot of kids in here that were shell-shocked, " she said. [SEP] Their emotions were still raw. [SEP] But just weeks later, Bennett would make them forget that pain and remind them of the power of the human spirit. [SEP] Barbara Lasiter's days were long now that she was	driving	31 miles daily to visit Bennett. [SEP] After finishing work as secretary to Sandy Creek's guidance counselors, she and her daughter, Meaghan -- Bennett's girlfriend -- visited him every day at Emory and when he was moved to the Shepherd rehabilitation center in Atlanta. [SEP] At one time, she worried about her freshman daughter dating a senior, but her colleagues helped persuade her Dusty was different. [SEP] " Every teacher in school said,' He is just the best guy .	natural	COCA; 2004 (20040613); Sports; 2003-2004 High School Yearbook: THE INSPIRATION AWARD: DUSTY BENNETT: When the student became the teacher; CARLOS FRIAS; NEWS: Atlanta Journal Constitution	drive	natural	natural	2	none	protagonist	31 miles daily	
The day passed and our total of Christmas tree photographs crept over the 300 mark. [SEP] " Don't you think we have enough now? " Bob said. [SEP] " No, just a few more, " I said. [SEP] 317, 332, 345, 356, 370. [SEP] " Now? " Bob said. [SEP] We had	driven	all the way across San Francisco again and were on Telegraph Hill, climbing down a broken staircase to a vacant lot where somebody had tossed a Christmas tree over a cyclone fence.	natural	CORE; Personal Blog; what are you going to do with 390 photographs of christmas trees - riza; http://riza.com/richard/read/samples/what-are-you-going-to-do-with-390-photographs-of-christmas-trees/	drive	natural	natural	5	none	speaker	all the way across San Francisco	
I walked in to see water pouring out of the ceiling and immediately ran upstairs to the bathroom thinking someone had left the tap on. [SEP] Nothing. [SEP] The men working in the basement shut the main water supply off to the house when we discovered that the man crack filling the drywall had mistakenly driven a screw through a hot water pipe, soaking the kitchen and most of the new drywall. [SEP] I bit my lower lip, put the baby in the van and	drove	to Cackling Goose Market, our local health food store.	natural	CORE; Personal Blog;  *That* Kind of Day | Loose Gravel; http://aprilmackinnon.wordpress.com/2011/08/23/that-kind-of-day/	drive	natural	natural	3	none	speaker	Cackling Goose Market, our local health food store	
I buy A LOT through Amazon, thanks to Prime. [SEP] And by " a lot " I mean that I buy things in all categories -- heck, last week I bought a toilet seat because with free 2 day shipping it turned out to be cheaper than if I	drove	to my local OSH or Lowe's.	natural	CORE; Opinion Blog; Amazon's Review System Needs to Be Changed; http://dearauthor.com/features/letters-of-opinion/amazons-review-system-needs-to-be-changed/	drive	natural	natural	3	none	speaker	to a local store	
One day I obtained Jim's address through the late Donnie Weaver and his wife Linda, of the Weaver-DeBusk family. [SEP] I immediately wrote Jim a letter and introduced myself, mentioning the research I had been doing on his father, and asking if I could come up to visit him and gather information for an article about Jim himself. [SEP] I also sent him copies of what writing I had done so far. [SEP] We agreed on a date for the interview, and I	drove	to Jim's home near the Herr's Potato Chips plant in Nottingham, Pennsylvania, where we met for the first time.	natural	CORE; Narr+Infor Desc+Opinion Hybrid; I'm Going to Take a Trip By Joe Riggs; http://www.oldtimeherald.org/archive/back_issues/volume-11/11-6/jim-snow.html	drive	natural	natural	3	none	speaker	Jim's home	
I've had two interviews over the last few years and it's the same excuse with each one-- I'm not qualified enough. [SEP] I can accept that but supposedly they've read my resume beforehand; my resume clearly shows my strengths. [SEP] If they didn't feel I had enough experience, why waste my time (calling off work, risking my current job) to	drive	such a far distance to tell me this?	natural	CORE; Interactive Discussion; If i'm not qualified, why interview me in the first place; http://www.indeed.com/forum/cmp/Spherion/If-m-not-qualified-why-interview-me-first-place/t84172	drive	natural	natural	1	none	speaker	such a far distance	
The destination this year is Ashland, VA. I spied the college from the Amtrak train once and thought it looked charming. [SEP] Now that I'm here, I ponder the efficacy of a railroad track running down the middle of the main street! [SEP] On the Tuesday before Turkey day, I left my Annapolis-area home at 11 to	drive	to this town about 15 miles north of Richmond. [SEP] It takes about 2.5 hours via the main Route 95, about 3 hours via the old main Route 301.	natural	CORE; Personal Blog; Mini-Trip to Ashland VA ("Center of the Universe”!) | United States; http://www.fodors.com/community/united-states/mini-trip-to-ashland-va-center-of-the-universe.cfm	drive	natural	natural	1	none	speaker	this town	
She said that she and her husband, a construction worker, had been interested in Habitat for a long time. [SEP] She welcomed the chance for her children to see their father at his trade and to make a contribution to the community. [SEP] They will be back Saturday after Saturday, she said, until they see the neighborhood come alive. [SEP] " It's a way of being grateful, " she said. [SEP] Later I	drove	around an established Habitat neighborhood with Shelly LaFleur, a marketing associate with HFHSA. [SEP] One house had towering sunflowers in the front yard. [SEP] Most had carefully trimmed lawns, but one lawn was overtaken with weeds. [SEP] LaFleur made a note of the house number. [SEP] Weeds in the yard, she said, could be a sign that the family is in trouble in other ways.	natural	COCA; 2008 (Dec 16, 2008); Publication information;  Vol. 125, Iss. 25; pg. 10, 2 pgs; One house at a time; Amy Frykholm; MAG: Christian Century	drive	natural	natural	3	none	speaker	around an established Habitat neighborhood	
What she was after wasn't shopping so much as salvaging-the thrill of the hunt, the challenge of finding in a rag pile something discarded but beautiful, the triumph of saving it from obliteration. [SEP] She loved junk stores, thrift shops, yard sales, auctions where every item came, like a stray cat, with a secret history. [SEP] She saw herself as belonging to a subculture, the cognoscenti she called junkers. [SEP] " It's a gorgeous day, let's go junking, " she'd say, and we would	drive	to some small town in Wisconsin or Indiana where she'd heard from reliable sources that the church ladies were holding a bazaar, or sometimes out into the countryside, as far away as Iowa, where Saturday was auction day. [SEP] Her quests took us from Chicago to Milwaukee, Indianapolis, Cleveland-different cities, but the same neighborhood of shabby streets, where Goodwills and Salvation Army stores were located near Greyhound terminals and railroad stations.	natural	COCA; 2004 (Spring); Vol. 80, Iss. 2; pg. 85, 13 pgs; A Steamer Trunk; Stuart Dybek; FIC: The Virginia Quarterly Review	drive	natural	natural	1	none	speaker+protagonist	to some small town in Wisconsin or Indiana	
He stared across at me, a hard, uncomfortable look. [SEP] " That's not the only thing that isn't there.... " [SEP] " Huh? What? " [SEP] " There are no such people as Dennis and Jay. " [SEP] " Sure there are. I've known them for years. I gave you their address. " [SEP] " Yes. We checked that too. " [SEP] " Google Maps again? " [SEP] He shook his head. [SEP] " I asked a colleague to	drive	over and speak to them in person. [SEP] "	natural	COCA; 2016; Hoboken Vol. 131, Iss. 3/4,  (Sep/Oct 2016): 136-183; The Dunsmuir Horror; Gerrold, David; FIC: Fantasy & Science Fiction	drive	natural	natural	1	other; ask	3rd	over	
Kathryn Galvin was one of eight siblings -- seven of them girls. [SEP] She graduated from Holy Cross Academy in Brookline and was attending Newton College of the Sacred Heart when a sister of Kevin White, who was attending Boston College Law School, arranged a blind date. [SEP] They soon fell in love. [SEP] One cold winter day, he arrived at the Sacred Heart campus when they had not planned a date. [SEP] He asked her to	drive	with him to Cohasset, where he proposed as they walked along the seashore, holding hands in the chilly wind. [SEP] They married in 1956, right after she graduated from college.	natural	COCA; 2017 (17-05-01); Kathryn White, elder advocate and former first lady of Boston, dies at; NEWS: The Boston Globe	drive	natural	natural	1	other; ask	accompaniment	to Cohasset	
Mr. Earhart, 34, arrived in Iraq in October to work as a dog handler for a bomb-detection company hired by Custer Battles. [SEP] A former sheriff's deputy in Maryland, he said that there were not enough weapons and that his body armor was substandard. [SEP] " If you didn't get to the supply room in time you wouldn't have a gun, " he said. [SEP] Mr. Earhart said the breaking point came when he was asked to	drive	unarmed to Baghdad from Amman, Jordan. [SEP] " I felt my safety was in jeopardy, " he said. [SEP] Mr. Battles, of Custer Battles, said that it had taken longer than expected to get weapons shipments, and that the company had had " growth issues, like everybody else. "	natural	COCA; 2004 (0404); Security Companies: Shadow Soldiers in Iraq; NEWS: New York Times	drive	natural	natural	1	other; ask	attitude holder	to Baghdad from Amman, Jordan	
Thelma's disease has meant that she has not been able to go back to teaching elementary school when her boys were gone, as she had hoped. [SEP] Her health has been too erratic; it has kept her at home, where Harry could usually find her. [SEP] This noon when he called from a pay phone in Brewer he expected her to answer and she did. [SEP] He asked if he might	drive	over and she said he might. [SEP] She didn't sound happy to hear from him, but not distressed either: resigned, merely.	natural	COCA; 1990; Fawcett Crest, New Yorkl Rabbit at Rest; John Updike; FIC: Rabbit at Rest	drive	natural	natural	1	other; ask	attitude holder	over	
Some of these letters were framed like declarations of principle on the wall in the office of the editor, Phil Stevens, whom Edie had convinced to give me a job as a cadet journalist. [SEP] Soon I was writing copy about wheat subsidies and droughts, and doing vox pops about how to bake the perfect sponge or how a Greek orthodontist - a Greek Orthodox orthodontist - had just opened up in town. [SEP] One morning Phil asked me to	drive	a couple of hours to interview Nicholas Sharpe, a doctor with a reputation for philanthropy who' d been elected to the federal senate. [SEP] Phil told me the story was pretty straightforward. [SEP] Halfway between the newspaper's offices and the senator's estate was a sporting and business club, Pyrene, an air-conditioned oasis in the desert, he said, which was frequented by some of the men in town.	natural	COCA; 2015; Spring2015, Issue 220, p36-44. 9p; PYRENE; GAMIELDIEN, ZAHID; FIC: Overland	drive	natural	natural	1	other; ask	speaker	none	
Last week, I received a jury summons for Arapahoe County. [SEP] The summons requires me to appear at the Arapahoe County Court at 15400 E. 14th Pl., near Colfax and Chambers in Aurora. [SEP] I live in Centennial, within 5 miles of the main judicial complex in Arapahoe County. [SEP] So why am I being asked to	drive	more than 20 miles to serve in Aurora? [SEP] This seems outrageous when gasoline prices are over $3.15 per gallon and we are being reminded daily that we must conserve energy and do all that we can to limit unnecessary driving in order to alleviate global warming.	natural	COCA; 2008 (080413); PERSPECTIVE; Pg. D-02; OPEN FORUM; NEWS: Denver Post	drive	natural	natural	1	other; ask	speaker	more than 20 miles	
We sat across from each other on her living room couch, and after I told him what I'd done, I cried so hard that I couldn't speak for several minutes. [SEP] We talked for an hour, about what we could expect to happen now, and what it WOUld mean to the children. [SEP] I could tell that James was trying hard to stay calm. [SEP] Then we went home and called the children-they all lived in Madison at the time-and asked them to	drive	over to the house. [SEP] While they stood awkwardly around the kitchen, I told them what I'd done. [SEP] They were shocked, disappointed, and, at times, angry.	natural	COCA; 2000 (Apr); Vol. 230, Iss. 4; pg. 99, 4 pgs; Taking money was easier than I thought; Susan Hansen; MAG: Good Housekeeping	drive	natural	natural	1	other; ask	3rd	over to the house	
The old cousins also sensed that within Timmy's affection for Jennifer there was a discomfort about her professionalism and salary. [SEP] Though he enjoyed doing what he did, and she didn't enjoy what she did, he seemed to register the worldly contempt for his hand-to-mouth, month-to-month existence. [SEP] " He's doing well, " said Hugh. [SEP] " I haven't had to give him a nickel. [SEP] He's got plenty of work. [SEP] Turns down jobs. [SEP] Thinking of buying a little house in San Rafael. [SEP] He just asked if I'd	drive	up tomorrow to look at it. [SEP] "	natural	COCA; 1999; # 1999, Vol. 84 Issue 3, p423, 17p; Grandpa; Stern, Richard; FIC: Southwest Review	drive	natural	natural	1	other; ask	speaker	up	
A secluded valley cradles the Hidden Creek Ranch. [SEP] Diversions include everything from roping and riding to minicourses in Native American crafts, but some visitors do little except laze in a hammock, soak in a hot tub, or take a slow boat ride on nearby Blue Lake. [SEP] Hidden Creek is owned by husband-andwife team John Muir and Iris Behr, who bought the 570-acre ranch in 1992. [SEP] " The thing that really attracted us was the fact that you	drive	in here and you don't see anybody else, " says Muir, whose ancestors do include the famous naturalist but who himself faintly resembles Ernest Hemingway. [SEP] The earlier John Muir shared his passion for the outdoors through evocative writings that urged people to seek out wild places and preserve them.	natural	COCA; 2000 (Sep); Vol. 205, Iss. 3; pg. 24, 4 pgs; Idaho's lovely land of lakes; Julie Fanselow; MAG: Sunset	drive	natural	natural	1	other; attract	listener	in here	
Teachers from 11 out of the 13 schools visited reported that they had very high levels of parental involvement in the school. [SEP] One teacher explained that if a parent called to say that his or her child missed the bus then someone in the school, often the principal or secretary, would	drive	to the student's home to get them. [SEP] In one small school parents helped raise money to build an addition to the school. [SEP] Teachers also reported that parents volunteered in the classroom to help struggling students and that the school had Saturday evening homework meetings where parents could come to the school, bring a blanket and a picnic and talk with other parents as well as school staff.	natural	COCA; 2006 (Summer); Summer2006, Vol. 25 Issue 3, p3-12, 10p; Characteristics of Effective Rural Elementary Schools for Students with Disabilities.; Nagle, Katherine M. / Hernandez, Glenda / Embler, Sandra / McLaughlin, Margaret J. / Doh, Frances; ACAD: Rural Special Education Quarterly	drive	natural	natural	1	other; explain	3rd	to the student's home	
ADAMS: What have you been able to figure out actually happened in Birmingham that night -- that Thursday night? GORKA: Oh, I heard there was a good turnout and I think it was the best crowd -- it was the second time I've played there and it was by far the best crowd that I'd had. [SEP] And then I guess there was a TV camera crew as well, and they held the doors, I guess, for a while, just hoping that I would	drive	up and, you know, so I could quickly do a sound check, but I never made it ADAMS: Did somebody get up and make an announcement, saying we just simply don't know where he is? [SEP] Is that what happened? [SEP] GORKA: Apparently they made an announcement and they refunded everybody's money.	natural	COCA; 1998 (19981124); Missing A Concert; SPOK: NPR_ATC	drive	natural	natural	1	other; hope	speaker	up	
" You got behind it in the cockpit, you realized how serious it was, " [SEP] Bush said. [SEP] " It was a very serious business to get the plane safely off the ground and be able to land it. And it required obviously a certain amount of skill, and a lot of focus and attention. " [SEP] Staudt said the flying experience imparted steeliness to his men. [SEP] But he dismissed the idea that flying the planes was risky. [SEP] For properly trained pilots, he said, " I imagine	driving	on the Houston freeway is more dangerous than flying an F-102. [SEP] "	natural	COCA; 1999 (19990411); A; Pg. 1; BUSH: THE HOUSTON YEARS;; ^I didn^t have a grand plan,^ governor says of his youth; ALAN BERNSTEIN, Houston Chronicle Political Writer; NEWS: Houston Chronicle	drive	natural	natural	2	other; imagine	3rd	on the Houston freeway	
She had been counting on that summer between college and law school. [SEP] First of all, she was going to defeat Richard Nixon. [SEP] Then, in her spare time, she would read The Magic Mountain, listen to Corelli's concerti grossi, visit every museum in Manhattan, and, in short, get the liberal education she would have gotten at Cornell had she not been protesting the war, challenging racism, and cooking pasta for radicals. [SEP] Admittedly, in the back of her mind, she also knew that she would drive by Jazz Taylor's house a few times a day. [SEP] Not that she was obsessed anymore, but the memory of him--- his well-muscled thighs, the sunlight on his hair, his niceness---? [SEP] remained, her valentine, her most romantic memory. [SEP] But by the time Lee said goodbye to her friends after graduation, loaded her clothes and books and stereo in her car, and	drove	back to Long Island, she discovered that Robin and Ira were already there, having moved into Robin's room.	natural	COCA; 1996; Harper Collins, New York; Lily White; Susan Isaacs; FIC: Lily White	drive	natural	natural	3	other; knew	protagonist	by Jazz Taylor's house	
HELEN: You made that from my cupboard? [SEP] NATHAN It would be better if you had fresh hazelnut. [SEP] And powdered sugar. [SEP] But it's still really good. [SEP] Helen is eating, Nathan doesn't try it. [SEP] HELEN You cook a lot? [SEP] NATHAN At home. [SEP] At first I could only make steak, rice and green beans. [SEP] Not that my mom or sister even notice. [SEP] But I taught myself a lot of stuff. [SEP] Pastries, and fresh bread, those are easy. [SEP] I'm working on a glazed salmon with risotto. [SEP] Did you know you have to	drive	90 minutes to get frisee lettuce? [SEP] Helen tries not to choke with laughter but Nathan doesn't see her, since he is still cooking. [SEP] HELEN I'd love to try anything you make.	natural	COCA; 2007; Havoc 2: Normal Adolescent Behavior; FIC: Mov:Havoc2	drive	natural	natural	1	other; know	attitude holder	90 minutes	
Cattle had to be fed or sold, and either choice made under duress was a bad one. [SEP] It was costly to buy feed, and forced selling was a sure way to lose because cattle prices were as fickle as wind. [SEP] Of course I inquired about part-time labor, but construction in town, Henry said, had absorbed every available man. [SEP] " You wouldn't know the place if you	drove	through, " he said. " There are office buildings and new houses everywhere. [SEP] There ain't no one going to dig ditches. [SEP] " [SEP] So every morning I put on my mother's black rubber irrigation boots and her gray gloves with the palms worn smooth by the handle of a hay rake or by the steering wheel of the tractor, and I worked on the ditches.	natural	COCA; 1990; Winter90, Vol. 26 Issue 1, p133, 13p; A Country of My Own Making; Nelson, Kent; FIC: Southern Review	drive	natural	natural	3	other; know	attitude holder	through	
Allie: Hi. [SEP] I got your message. [SEP] So what's up? [SEP] Jake: What would you say to Cabo San Lucas for the holidays? [SEP] Christmas on the beach? [SEP] Allie: I'd say forget it, Jake. [SEP] You know I'm	driving	home to see my family.. I thought since we live a few blocks from each other we might even share a ride. Jake: I just thought we could have some fun this Christmas. Allie: No, you just thought you could have some fun. My mom and dad would be crushed if I didn't go home.	natural	COCA; 1998 (Nov); # . Vol. 22, Iss. 4; pg. 24, 7 pgs; I'll be Home for Christmas; FIC: Scholastic Action	drive	natural	natural	2	other; know	homebase	home	
Even though I was born in Ansley Park, and John Henry and I have lived here for over ten years, it still gives me a little thrill to drive through my neighborhood. [SEP] I just love the tall old trees, the fine architecture, the sense that even though the skyscrapers of Midtown frame the neighborhood, when you are in Ansley Park you are in the South. [SEP] So many of the old houses here remind me of the houses that line Franklin Street as you	drive	into Chapel Hill, where John Henry and I met, or rather, where we began our relationship, as we had met once or twice before we went to college.	natural	COCA;   2009; New York : Simon & Schuster; Bound south :a novel; White, Susan Rebecca; FIC: Bound south :a novel	drive	natural	natural	1	other; remind	listener	into Chapel Hill	
Valli, who was not injured, said in a written court statement that the Toyota " slowed down too much for me to stop in time, and I drove over the rear of the car. " He estimated his speed at 60 mph, but an attorney for the Pinon family said others estimated that Valli had been going 75 mph. [SEP] " We were told he was never going to	drive	again, " said Pinon, now 20. " I thought that would be just common sense. [SEP] I was really shocked to hear that he was driving. [SEP] " [SEP] Valli received a commercial license from Nevada in 2002. [SEP] After the 2007 accident, Valli found work in California, where, over the next two years, he was cited five times for speeding in a commercial vehicle and once in a personal car, California records show. [SEP] Three of the tickets were for speeding while driving a school bus, records on file in Nevada show. [SEP] He was also cited for using a cell phone while driving a personal vehicle	natural	COCA; 2011 (110628); Main News; Pg. A1; Trucker^s bad record: tickets, ^07 accident; NEVADA TRAIN CRASH; Will Kane, Jaxon Van Derbeken, Michael Cabanatuan and Henry K. Lee, Chronicle Staff Writers; NEWS: San Francisco Chronicle	drive	natural	natural	1	other; shock	protagonist	none	
It's a tall task trying to convince residents that the annoying creatures with bright orange incisors, hunched backs, and long skinny tails belong on the dinner table. [SEP] Some people are bothered by the orange teeth. [SEP] But I think what it is -- see, around here, they're so common and they're in our roadside ditches and stuff, and along our highways and byways, that they get run over a lot. [SEP] They're very slow-moving animals and so you see dead nutria on the roads everywhere you go. [SEP] I would be willing to wager that if you	drove	around anywhere in the United States and saw dead cows on the side of the road, people would stop eating beef. [SEP] Road kill aside, wildlife officials say alligator, crawfish, and even red fish were a hard sell at first. [SEP] Now, they're considered staples of Cajun cuisine. [SEP] So the state has turned to Cajuns like Art Conyea to help develop the market for nutria.	natural	COCA;   1998 (19980707); Nutria Cuisine; SPOK: NPR_ATC	drive	natural	natural	3	other; wager	listener	around anywhere in the United States	
