Paul was building a deck in his backyard. Susan lent him her sander. When he 	came	 to return it, he gave her a plate of cookies as thanks.	2	expt	come	expt	expt	3	named	nameSubj	pro	NA	went	came	drove	walked	arrived
A man was building a deck in his backyard. Susan lent him her sander. When he 	came	 to return it, he gave her a plate of cookies as thanks.	2	expt	come	expt	expt	3	unnamed	nameSubj	pro	NA	went	came	drove	walked	arrived
Paul was building a deck in his backyard. He borrowed a sander from a neighbor. When he 	came	 to return it, he gave her a plate of cookies as thanks.	2	expt	come	expt	expt	3	named	unObj	pro	NA	went	came	drove	walked	arrived
A man was building a deck in his backyard. He borrowed a sander from a neighbor. When he 	came	 to return it, he gave her a plate of cookies as thanks.	2	expt	come	expt	expt	3	unnamed	unObj	pro	NA	went	came	drove	walked	arrived
Paul was building a deck in his backyard. He borrowed a sander from Susan. When he 	came	 to return it, he gave her a plate of cookies as thanks.	2	expt	come	expt	expt	3	named	nameObj	pro	NA	went	came	drove	walked	arrived
A man was building a deck in his backyard. He borrowed a sander from Susan. When he 	came	 to return it, he gave her a plate of cookies as thanks.	2	expt	come	expt	expt	3	unnamed	nameObj	pro	NA	went	came	drove	walked	arrived
Paul was building a deck in his backyard. A neighbor lent him her sander. When she 	came	 to retrieve it, he gave her a plate of cookies as thanks.	2	expt	come	expt	expt	3	named	unSubj	non	NA	went	came	drove	walked	arrived
A man was building a deck in his backyard. A neighbor lent him her sander. When she 	came	 to retrieve it, he gave her a plate of cookies as thanks.	2	expt	come	expt	expt	3	unnamed	unSubj	non	NA	went	came	drove	walked	arrived
Paul was building a deck in his backyard. Susan lent him her sander. When she 	came	 to retrieve it, he gave her a plate of cookies as thanks.	2	expt	come	expt	expt	3	named	nameSubj	non	NA	went	came	drove	walked	arrived
A man was building a deck in his backyard. Susan lent him her sander. When she 	came	 to retrieve it, he gave her a plate of cookies as thanks.	2	expt	come	expt	expt	3	unnamed	nameSubj	non	NA	went	came	drove	walked	arrived
Paul was building a deck in his backyard. He borrowed a sander from a neighbor. When she 	came	 to retrieve it, he gave her a plate of cookies as thanks.	2	expt	come	expt	expt	3	named	unObj	non	NA	went	came	drove	walked	arrived
A man was building a deck in his backyard. He borrowed a sander from a neighbor. When she 	came	 to retrieve it, he gave her a plate of cookies as thanks.	2	expt	come	expt	expt	3	unnamed	unObj	non	NA	went	came	drove	walked	arrived
Paul was building a deck in his backyard. He borrowed a sander from Susan. When she 	came	 to retrieve it, he gave her a plate of cookies as thanks.	2	expt	come	expt	expt	3	named	nameObj	non	NA	went	came	drove	walked	arrived
A man was building a deck in his backyard. He borrowed a sander from Susan. When she 	came	 to retrieve it, he gave her a plate of cookies as thanks.	2	expt	come	expt	expt	3	unnamed	nameObj	non	NA	went	came	drove	walked	arrived
Jill's son wanted to learn to play the flute. A neighbor offered to lend her his old flute. When she 	came	 to pick it up, they chatted for a while about the weather.	3	expt	come	expt	expt	3	named	unSubj	pro	NA	went	came	drove	walked	arrived
A woman's son wanted to learn to play the flute. A neighbor offered to lend her his old flute. When she 	came	 to pick it up, they chatted for a while about the weather.	3	expt	come	expt	expt	3	unnamed	unSubj	pro	NA	went	came	drove	walked	arrived
Jill's son wanted to learn to play the flute. James offered to lend her his old flute. When she 	came	 to pick it up, they chatted for a while about the weather.	3	expt	come	expt	expt	3	named	nameSubj	pro	NA	went	came	drove	walked	arrived
A woman's son wanted to learn to play the flute. James offered to lend her his old flute. When she 	came	 to pick it up, they chatted for a while about the weather.	3	expt	come	expt	expt	3	unnamed	nameSubj	pro	NA	went	came	drove	walked	arrived
Jill's son wanted to learn to play the flute. She was pleased when a neighbor offered to lend her his old flute. When she 	came	 to pick it up, they chatted for a while about the weather.	3	expt	come	expt	expt	3	named	unObj	pro	NA	went	came	drove	walked	arrived
A woman's son wanted to learn to play the flute. She was pleased when a neighbor offered to lend her his old flute. When she 	came	 to pick it up, they chatted for a while about the weather.	3	expt	come	expt	expt	3	unnamed	unObj	pro	NA	went	came	drove	walked	arrived
Jill's son wanted to learn to play the flute. She was pleased when James offered to lend her his old flute. When she 	came	 to pick it up, they chatted for a while about the weather.	3	expt	come	expt	expt	3	named	nameObj	pro	NA	went	came	drove	walked	arrived
A woman's son wanted to learn to play the flute. She was pleased when James offered to lend her his old flute. When she 	came	 to pick it up, they chatted for a while about the weather.	3	expt	come	expt	expt	3	unnamed	nameObj	pro	NA	went	came	drove	walked	arrived
Jill's son wanted to learn to play the flute. A neighbor offered to lend her his old flute. When he 	came	 to drop it off, they chatted for a while about the weather.	3	expt	come	expt	expt	3	named	unSubj	non	NA	went	came	drove	walked	arrived
A woman's son wanted to learn to play the flute. A neighbor offered to lend her his old flute. When he 	came	 to drop it off, they chatted for a while about the weather.	3	expt	come	expt	expt	3	unnamed	unSubj	non	NA	went	came	drove	walked	arrived
Jill's son wanted to learn to play the flute. James offered to lend her his old flute. When he 	came	 to drop it off, they chatted for a while about the weather.	3	expt	come	expt	expt	3	named	nameSubj	non	NA	went	came	drove	walked	arrived
A woman's son wanted to learn to play the flute. James offered to lend her his old flute. When he 	came	 to drop it off, they chatted for a while about the weather.	3	expt	come	expt	expt	3	unnamed	nameSubj	non	NA	went	came	drove	walked	arrived
Jill's son wanted to learn to play the flute. She was pleased when a neighbor offered to lend her his old flute. When he 	came	 to drop it off, they chatted for a while about the weather.	3	expt	come	expt	expt	3	named	unObj	non	NA	went	came	drove	walked	arrived
A woman's son wanted to learn to play the flute. She was pleased when a neighbor offered to lend her his old flute. When he 	came	 to drop it off, they chatted for a while about the weather.	3	expt	come	expt	expt	3	unnamed	unObj	non	NA	went	came	drove	walked	arrived
Jill's son wanted to learn to play the flute. She was pleased when James offered to lend her his old flute. When he 	came	 to drop it off, they chatted for a while about the weather.	3	expt	come	expt	expt	3	named	nameObj	non	NA	went	came	drove	walked	arrived
A woman's son wanted to learn to play the flute. She was pleased when James offered to lend her his old flute. When he 	came	 to drop it off, they chatted for a while about the weather.	3	expt	come	expt	expt	3	unnamed	nameObj	non	NA	went	came	drove	walked	arrived
Jane opened her door and found a package marked ALIVE. A man who lived down the hall had ordered it. When she 	came	 to drop it off, it turned out to be a ginger plant.	4	expt	come	expt	expt	3	named	unSubj	pro	NA	went	came	drove	walked	arrived
A woman opened her door and found a package marked ALIVE. A man who lived down the hall had ordered it. When she 	came	 to drop it off, it turned out to be a ginger plant.	4	expt	come	expt	expt	3	unnamed	unSubj	pro	NA	went	came	drove	walked	arrived
Jane opened her door and found a package marked ALIVE. James who lived down the hall had ordered it. When she 	came	 to drop it off, it turned out to be a ginger plant.	4	expt	come	expt	expt	3	named	nameSubj	pro	NA	went	came	drove	walked	arrived
A woman opened her door and found a package marked ALIVE. James who lived down the hall had ordered it. When she 	came	 to drop it off, it turned out to be a ginger plant.	4	expt	come	expt	expt	3	unnamed	nameSubj	pro	NA	went	came	drove	walked	arrived
Jane opened her door and found a package marked ALIVE. She figured out that a man who lived down the hall had ordered it. When she 	came	 to drop it off, it turned out to be a ginger plant.	4	expt	come	expt	expt	3	named	unObj	pro	NA	went	came	drove	walked	arrived
A woman opened her door and found a package marked ALIVE. She figured out that a man who lived down the hall had ordered it. When she 	came	 to drop it off, it turned out to be a ginger plant.	4	expt	come	expt	expt	3	unnamed	unObj	pro	NA	went	came	drove	walked	arrived
Jane opened her door and found a package marked ALIVE. She figured out that James who lived down the hall had ordered it. When she 	came	 to drop it off, it turned out to be a ginger plant.	4	expt	come	expt	expt	3	named	nameObj	pro	NA	went	came	drove	walked	arrived
A woman opened her door and found a package marked ALIVE. She figured out that James who lived down the hall had ordered it. When she 	came	 to drop it off, it turned out to be a ginger plant.	4	expt	come	expt	expt	3	unnamed	nameObj	pro	NA	went	came	drove	walked	arrived
Jane opened her door and found a package marked ALIVE. A man who lived down the hall had ordered it. When he 	came	 to pick it up, it turned out to be a ginger plant.	4	expt	come	expt	expt	3	named	unSubj	non	NA	went	came	drove	walked	arrived
A woman opened her door and found a package marked ALIVE. A man who lived down the hall had ordered it. When he 	came	 to pick it up, it turned out to be a ginger plant.	4	expt	come	expt	expt	3	unnamed	unSubj	non	NA	went	came	drove	walked	arrived
Jane opened her door and found a package marked ALIVE. James who lived down the hall had ordered it. When he 	came	 to pick it up, it turned out to be a ginger plant.	4	expt	come	expt	expt	3	named	nameSubj	non	NA	went	came	drove	walked	arrived
A woman opened her door and found a package marked ALIVE. James who lived down the hall had ordered it. When he 	came	 to pick it up, it turned out to be a ginger plant.	4	expt	come	expt	expt	3	unnamed	nameSubj	non	NA	went	came	drove	walked	arrived
Jane opened her door and found a package marked ALIVE. She figured out that a man who lived down the hall had ordered it. When he 	came	 to pick it up, it turned out to be a ginger plant.	4	expt	come	expt	expt	3	named	unObj	non	NA	went	came	drove	walked	arrived
A woman opened her door and found a package marked ALIVE. She figured out that a man who lived down the hall had ordered it. When he 	came	 to pick it up, it turned out to be a ginger plant.	4	expt	come	expt	expt	3	unnamed	unObj	non	NA	went	came	drove	walked	arrived
Jane opened her door and found a package marked ALIVE. She figured out that James who lived down the hall had ordered it. When he 	came	 to pick it up, it turned out to be a ginger plant.	4	expt	come	expt	expt	3	named	nameObj	non	NA	went	came	drove	walked	arrived
A woman opened her door and found a package marked ALIVE. She figured out that James who lived down the hall had ordered it. When he 	came	 to pick it up, it turned out to be a ginger plant.	4	expt	come	expt	expt	3	unnamed	nameObj	non	NA	went	came	drove	walked	arrived
Helen was having a tiring day working at the cafe. A customer slipped and spilled her bowl of hot soup. When she 	came	 over to help clean it up, she apologized for the accident.	5	expt	come	expt	expt	3	named	unSubj	pro	NA	went	came	drove	walked	arrived
One of the waitresses was having a tiring day working at the cafe. A customer slipped and spilled her bowl of hot soup. When she 	came	 over to help clean it up, she apologized for the accident.	5	expt	come	expt	expt	3	unnamed	unSubj	pro	NA	went	came	drove	walked	arrived
Helen was having a tiring day working at the cafe. Mrs. Lee slipped and spilled her bowl of hot soup. When she 	came	 over to help clean it up, she apologized for the accident.	5	expt	come	expt	expt	3	named	nameSubj	pro	NA	went	came	drove	walked	arrived
One of the waitresses was having a tiring day working at the cafe. Mrs. Lee slipped and spilled her bowl of hot soup. When she 	came	 over to help clean it up, she apologized for the accident.	5	expt	come	expt	expt	3	unnamed	nameSubj	pro	NA	went	came	drove	walked	arrived
Helen was having a tiring day working at the cafe. She saw a customer slip and spill her bowl of hot soup. When she 	came	 over to help clean it up, she apologized for the accident.	5	expt	come	expt	expt	3	named	unObj	pro	NA	went	came	drove	walked	arrived
One of the waitresses was having a tiring day working at the cafe. She saw a customer slip and spill her bowl of hot soup. When she 	came	 over to help clean it up, she apologized for the accident.	5	expt	come	expt	expt	3	unnamed	unObj	pro	NA	went	came	drove	walked	arrived
Helen was having a tiring day working at the cafe. She saw Mrs. Lee slip and spill her bowl of hot soup. When she 	came	 over to help clean it up, she apologized for the accident.	5	expt	come	expt	expt	3	named	nameObj	pro	NA	went	came	drove	walked	arrived
One of the waitresses was having a tiring day working at the cafe. She saw Mrs. Lee slip and spill her bowl of hot soup. When she 	came	 over to help clean it up, she apologized for the accident.	5	expt	come	expt	expt	3	unnamed	nameObj	pro	NA	went	came	drove	walked	arrived
Helen was having a tiring day working at the cafe. A customer slipped and spilled her bowl of hot soup. When she 	came	 to get help cleaning it up, she apologized for the accident.	5	expt	come	expt	expt	3	named	unSubj	non	NA	went	came	drove	walked	arrived
One of the waitresses was having a tiring day working at the cafe. A customer slipped and spilled her bowl of hot soup. When she 	came	 to get help cleaning it up, she apologized for the accident.	5	expt	come	expt	expt	3	unnamed	unSubj	non	NA	went	came	drove	walked	arrived
Helen was having a tiring day working at the cafe. Mrs. Lee slipped and spilled her bowl of hot soup. When she 	came	 to get help cleaning it up, she apologized for the accident.	5	expt	come	expt	expt	3	named	nameSubj	non	NA	went	came	drove	walked	arrived
One of the waitresses was having a tiring day working at the cafe. Mrs. Lee slipped and spilled her bowl of hot soup. When she 	came	 to get help cleaning it up, she apologized for the accident.	5	expt	come	expt	expt	3	unnamed	nameSubj	non	NA	went	came	drove	walked	arrived
Helen was having a tiring day working at the cafe. She saw a customer slip and spill her bowl of hot soup. When she 	came	 to get help cleaning it up, she apologized for the accident.	5	expt	come	expt	expt	3	named	unObj	non	NA	went	came	drove	walked	arrived
One of the waitresses was having a tiring day working at the cafe. She saw a customer slip and spill her bowl of hot soup. When she 	came	 to get help cleaning it up, she apologized for the accident.	5	expt	come	expt	expt	3	unnamed	unObj	non	NA	went	came	drove	walked	arrived
Helen was having a tiring day working at the cafe. She saw Mrs. Lee slip and spill her bowl of hot soup. When she 	came	 to get help cleaning it up, she apologized for the accident.	5	expt	come	expt	expt	3	named	nameObj	non	NA	went	came	drove	walked	arrived
One of the waitresses was having a tiring day working at the cafe. She saw Mrs. Lee slip and spill her bowl of hot soup. When she 	came	 to get help cleaning it up, she apologized for the accident.	5	expt	come	expt	expt	3	unnamed	nameObj	non	NA	went	came	drove	walked	arrived
Sarah found a turtle wearing a collar while she was gardening. One of her neighbors had let it escape from its aquarium. When she 	came	 over to return it, they chatted about how cute it was.	6	expt	come	expt	expt	3	named	unSubj	pro	NA	went	came	drove	walked	arrived
A woman found a turtle wearing a collar while she was gardening. One of her neighbors had let it escape from its aquarium. When she 	came	 over to return it, they chatted about how cute it was.	6	expt	come	expt	expt	3	unnamed	unSubj	pro	NA	went	came	drove	walked	arrived
Sarah found a turtle wearing a collar while she was gardening. Penelope had let it escape from its aquarium. When she 	came	 over to return it, they chatted about how cute it was.	6	expt	come	expt	expt	3	named	nameSubj	pro	NA	went	came	drove	walked	arrived
A woman found a turtle wearing a collar while she was gardening. Penelope had let it escape from its aquarium. When she 	came	 over to return it, they chatted about how cute it was.	6	expt	come	expt	expt	3	unnamed	nameSubj	pro	NA	went	came	drove	walked	arrived
Sarah found a turtle wearing a collar while she was gardening. She thought that one of her neighbors had let it escape from its aquarium. When she 	came	 over to return it, they chatted about how cute it was.	6	expt	come	expt	expt	3	named	unObj	pro	NA	went	came	drove	walked	arrived
A woman found a turtle wearing a collar while she was gardening. She thought that one of her neighbors had let it escape from its aquarium. When she 	came	 over to return it, they chatted about how cute it was.	6	expt	come	expt	expt	3	unnamed	unObj	pro	NA	went	came	drove	walked	arrived
Sarah found a turtle wearing a collar while she was gardening. She thought that Penelope had let it escape from its aquarium. When she 	came	 over to return it, they chatted about how cute it was.	6	expt	come	expt	expt	3	named	nameObj	pro	NA	went	came	drove	walked	arrived
A woman found a turtle wearing a collar while she was gardening. She thought that Penelope had let it escape from its aquarium. When she 	came	 over to return it, they chatted about how cute it was.	6	expt	come	expt	expt	3	unnamed	nameObj	pro	NA	went	came	drove	walked	arrived
Sarah found a turtle wearing a collar while she was gardening. One of her neighbors had let it escape from its aquarium. When she 	came	 over to collect it, they chatted about how cute it was.	6	expt	come	expt	expt	3	named	unSubj	non	NA	went	came	drove	walked	arrived
A woman found a turtle wearing a collar while she was gardening. One of her neighbors had let it escape from its aquarium. When she 	came	 over to collect it, they chatted about how cute it was.	6	expt	come	expt	expt	3	unnamed	unSubj	non	NA	went	came	drove	walked	arrived
Sarah found a turtle wearing a collar while she was gardening. Penelope had let it escape from its aquarium. When she 	came	 over to collect it, they chatted about how cute it was.	6	expt	come	expt	expt	3	named	nameSubj	non	NA	went	came	drove	walked	arrived
A woman found a turtle wearing a collar while she was gardening. Penelope had let it escape from its aquarium. When she 	came	 over to collect it, they chatted about how cute it was.	6	expt	come	expt	expt	3	unnamed	nameSubj	non	NA	went	came	drove	walked	arrived
Sarah found a turtle wearing a collar while she was gardening. She thought that one of her neighbors had let it escape from its aquarium. When she 	came	 over to collect it, they chatted about how cute it was.	6	expt	come	expt	expt	3	named	unObj	non	NA	went	came	drove	walked	arrived
A woman found a turtle wearing a collar while she was gardening. She thought that one of her neighbors had let it escape from its aquarium. When she 	came	 over to collect it, they chatted about how cute it was.	6	expt	come	expt	expt	3	unnamed	unObj	non	NA	went	came	drove	walked	arrived
Sarah found a turtle wearing a collar while she was gardening. She thought that Penelope had let it escape from its aquarium. When she 	came	 over to collect it, they chatted about how cute it was.	6	expt	come	expt	expt	3	named	nameObj	non	NA	went	came	drove	walked	arrived
A woman found a turtle wearing a collar while she was gardening. She thought that Penelope had let it escape from its aquarium. When she 	came	 over to collect it, they chatted about how cute it was.	6	expt	come	expt	expt	3	unnamed	nameObj	non	NA	went	came	drove	walked	arrived
David ordered a custom doll house for his daughter. A woodcarver had worked on the delicate toy for weeks. When he 	came	 to pick it up, it was wrapped in beautiful paper.	7	expt	come	expt	expt	3	named	unSubj	pro	NA	went	came	drove	walked	arrived
A man ordered a custom doll house for his daughter. A woodcarver had worked on the delicate toy for weeks. When he 	came	 to pick it up, it was wrapped in beautiful paper.	7	expt	come	expt	expt	3	unnamed	unSubj	pro	NA	went	came	drove	walked	arrived
David ordered a custom doll house for his daughter. Anne had worked on the delicate toy for weeks. When he 	came	 to pick it up, it was wrapped in beautiful paper.	7	expt	come	expt	expt	3	named	nameSubj	pro	NA	went	came	drove	walked	arrived
A man ordered a custom doll house for his daughter. Anne had worked on the delicate toy for weeks. When he 	came	 to pick it up, it was wrapped in beautiful paper.	7	expt	come	expt	expt	3	unnamed	nameSubj	pro	NA	went	came	drove	walked	arrived
David ordered a custom doll house for his daughter. He knew that a woodcarver had worked on the delicate toy for weeks. When he 	came	 to pick it up, it was wrapped in beautiful paper.	7	expt	come	expt	expt	3	named	unObj	pro	NA	went	came	drove	walked	arrived
A man ordered a custom doll house for his daughter. He knew that a woodcarver had worked on the delicate toy for weeks. When he 	came	 to pick it up, it was wrapped in beautiful paper.	7	expt	come	expt	expt	3	unnamed	unObj	pro	NA	went	came	drove	walked	arrived
David ordered a custom doll house for his daughter. He knew that Anne had worked on the delicate toy for weeks. When he 	came	 to pick it up, it was wrapped in beautiful paper.	7	expt	come	expt	expt	3	named	nameObj	pro	NA	went	came	drove	walked	arrived
A man ordered a custom doll house for his daughter. He knew that Anne had worked on the delicate toy for weeks. When he 	came	 to pick it up, it was wrapped in beautiful paper.	7	expt	come	expt	expt	3	unnamed	nameObj	pro	NA	went	came	drove	walked	arrived
David ordered a custom doll house for his daughter. A woodcarver had worked on the delicate toy for weeks. When she 	came	 to deliver it, it was wrapped in beautiful paper.	7	expt	come	expt	expt	3	named	unSubj	non	NA	went	came	drove	walked	arrived
A man ordered a custom doll house for his daughter. A woodcarver had worked on the delicate toy for weeks. When she 	came	 to deliver it, it was wrapped in beautiful paper.	7	expt	come	expt	expt	3	unnamed	unSubj	non	NA	went	came	drove	walked	arrived
David ordered a custom doll house for his daughter. Anne had worked on the delicate toy for weeks. When she 	came	 to deliver it, it was wrapped in beautiful paper.	7	expt	come	expt	expt	3	named	nameSubj	non	NA	went	came	drove	walked	arrived
A man ordered a custom doll house for his daughter. Anne had worked on the delicate toy for weeks. When she 	came	 to deliver it, it was wrapped in beautiful paper.	7	expt	come	expt	expt	3	unnamed	nameSubj	non	NA	went	came	drove	walked	arrived
David ordered a custom doll house for his daughter. He knew that a woodcarver had worked on the delicate toy for weeks. When she 	came	 to deliver it, it was wrapped in beautiful paper.	7	expt	come	expt	expt	3	named	unObj	non	NA	went	came	drove	walked	arrived
A man ordered a custom doll house for his daughter. He knew that a woodcarver had worked on the delicate toy for weeks. When she 	came	 to deliver it, it was wrapped in beautiful paper.	7	expt	come	expt	expt	3	unnamed	unObj	non	NA	went	came	drove	walked	arrived
David ordered a custom doll house for his daughter. He knew that Anne had worked on the delicate toy for weeks. When she 	came	 to deliver it, it was wrapped in beautiful paper.	7	expt	come	expt	expt	3	named	nameObj	non	NA	went	came	drove	walked	arrived
A man ordered a custom doll house for his daughter. He knew that Anne had worked on the delicate toy for weeks. When she 	came	 to deliver it, it was wrapped in beautiful paper.	7	expt	come	expt	expt	3	unnamed	nameObj	non	NA	went	came	drove	walked	arrived
Gina brought her pet monkey into the grocery store. One of the cashiers was unhappy about it when he looked up from his cash register. When she 	came	 and talked to him, they agreed that in the future, the monkey should be on a leash.	8	expt	come	expt	expt	3	named	unSubj	pro	NA	went	came	drove	walked	arrived
A woman brought her pet monkey into the grocery store. One of the cashiers was unhappy about it when he looked up from his cash register. When she 	came	 and talked to him, they agreed that in the future, the monkey should be on a leash.	8	expt	come	expt	expt	3	unnamed	unSubj	pro	NA	went	came	drove	walked	arrived
Gina brought her pet monkey into the grocery store. Jim was unhappy about it when he looked up from his cash register. When she 	came	 and talked to him, they agreed that in the future, the monkey should be on a leash.	8	expt	come	expt	expt	3	named	nameSubj	pro	NA	went	came	drove	walked	arrived
A woman brought her pet monkey into the grocery store. Jim was unhappy about it when he looked up from his cash register. When she 	came	 and talked to him, they agreed that in the future, the monkey should be on a leash.	8	expt	come	expt	expt	3	unnamed	nameSubj	pro	NA	went	came	drove	walked	arrived
Gina brought her pet monkey into the grocery store. She saw that one of the cashiers was unhappy about it when he looked up from his cash register. When she 	came	 and talked to him, they agreed that in the future, the monkey should be on a leash.	8	expt	come	expt	expt	3	named	unObj	pro	NA	went	came	drove	walked	arrived
A woman brought her pet monkey into the grocery store. She saw that one of the cashiers was unhappy about it when he looked up from his cash register. When she 	came	 and talked to him, they agreed that in the future, the monkey should be on a leash.	8	expt	come	expt	expt	3	unnamed	unObj	pro	NA	went	came	drove	walked	arrived
Gina brought her pet monkey into the grocery store. She saw that Jim was unhappy about it when he looked up from his cash register. When she 	came	 and talked to him, they agreed that in the future, the monkey should be on a leash.	8	expt	come	expt	expt	3	named	nameObj	pro	NA	went	came	drove	walked	arrived
A woman brought her pet monkey into the grocery store. She saw that Jim was unhappy about it when he looked up from his cash register. When she 	came	 and talked to him, they agreed that in the future, the monkey should be on a leash.	8	expt	come	expt	expt	3	unnamed	nameObj	pro	NA	went	came	drove	walked	arrived
Gina brought her pet monkey into the grocery store. One of the cashiers was unhappy about it when he looked up from his cash register. When he 	came	 and talked to her, they agreed that in the future, the monkey should be on a leash.	8	expt	come	expt	expt	3	named	unSubj	non	NA	went	came	drove	walked	arrived
A woman brought her pet monkey into the grocery store. One of the cashiers was unhappy about it when he looked up from his cash register. When he 	came	 and talked to her, they agreed that in the future, the monkey should be on a leash.	8	expt	come	expt	expt	3	unnamed	unSubj	non	NA	went	came	drove	walked	arrived
Gina brought her pet monkey into the grocery store. Jim was unhappy about it when he looked up from his cash register. When he 	came	 and talked to her, they agreed that in the future, the monkey should be on a leash.	8	expt	come	expt	expt	3	named	nameSubj	non	NA	went	came	drove	walked	arrived
A woman brought her pet monkey into the grocery store. Jim was unhappy about it when he looked up from his cash register. When he 	came	 and talked to her, they agreed that in the future, the monkey should be on a leash.	8	expt	come	expt	expt	3	unnamed	nameSubj	non	NA	went	came	drove	walked	arrived
Gina brought her pet monkey into the grocery store. She saw that one of the cashiers was unhappy about it when he looked up from his cash register. When he 	came	 and talked to her, they agreed that in the future, the monkey should be on a leash.	8	expt	come	expt	expt	3	named	unObj	non	NA	went	came	drove	walked	arrived
A woman brought her pet monkey into the grocery store. She saw that one of the cashiers was unhappy about it when he looked up from his cash register. When he 	came	 and talked to her, they agreed that in the future, the monkey should be on a leash.	8	expt	come	expt	expt	3	unnamed	unObj	non	NA	went	came	drove	walked	arrived
Gina brought her pet monkey into the grocery store. She saw that Jim was unhappy about it when he looked up from his cash register. When he 	came	 and talked to her, they agreed that in the future, the monkey should be on a leash.	8	expt	come	expt	expt	3	named	nameObj	non	NA	went	came	drove	walked	arrived
A woman brought her pet monkey into the grocery store. She saw that Jim was unhappy about it when he looked up from his cash register. When he 	came	 and talked to her, they agreed that in the future, the monkey should be on a leash.	8	expt	come	expt	expt	3	unnamed	nameObj	non	NA	went	came	drove	walked	arrived
Athena had a big biology test to study for. A classmate asked to borrow her textbook. When she 	came	 to pick it up, they complained about how boring the teacher's lectures were.	9	expt	come	expt	expt	3	named	unSubj	pro	NA	went	came	drove	walked	arrived
A student had a big biology test to study for. A classmate asked to borrow her textbook. When she 	came	 to pick it up, they complained about how boring the teacher's lectures were.	9	expt	come	expt	expt	3	unnamed	unSubj	pro	NA	went	came	drove	walked	arrived
