where all you guys	go	well we	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
um-hum and i have a daughter in Texas and one in New Mexico so we	go	out there and we	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
and i have a daughter in Texas and one in New Mexico so we	go	out there and we	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
all these places that i've never been is that right where do you	go	um	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
yeah uh-huh uh i usually try to catch whoever's in town though i don't specifically i you know	go	to Cleveland to see them play the Red the Indians play the Red Sox uh-huh	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
uh that's about it we don't i mean we do a lot of little trips around here um and um ever	go	up in Pennsylvania in the mountains or not that much we've	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
i've heard of it i've never been there yeah it's it's really neat it's this house built on on a waterfall and it's uh really cool um of course we keep picking crummy weather to	go	out there uh the first time we went out there was uh the day after hurricane Hu	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
uh-huh so um where else did we	go	um we've	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
oh did you did you	go	down to Williamsburg have you been down there um my girlfriend has with her sisters but i haven't been down there um i hear that's nice we're	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
yeah i've heard uh i'm not real interested in Williamsburg because of the of the price attached to it we just we i yeah but it's a pretty neat town to just	go	and walk around if you like to walk it's a	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
yeah we all do that you can	go	to the buildings and not	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
um actually i think it was closer i think to a full year and you know we'd he'd fly down there on Mondays and fly back on Fridays well any time we had a school vacation or something like that we went down to Los Angeles so i saw i went to Disneyland about five times in one year and i really have no great urge to	go	back now oh	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
right Disneyland i mean there's still a lot of people at Disneyland but there was another um another amusement park down there Busch Gardens um there was nobody there when we were there we	go	t we won a log floating ride like five straight times we just get get done with them and they	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
no i'd like to sometime but that's	go	od we we really enjoy that we've been two or three times and probably	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
that's	go	od we we really enjoy that we've been two or three times and probably	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
oh are you um place in Wisconsin called Door County it's up by Green Bay it's a place my girlfriend's also wanted to	go	and um uh-huh or is it on uh one of the lakes	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
oh okay yeah i was i was just i mean most of the people i've talk to are from are from Texas so when i you know when i heard you were from Virginia i was like oh okay there's somebody different and you said oh i	go	t somebody down in Texas i	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
that's a nice little town actually Frederick um i've never been up there i've never visited Baltimore i'd like to	go	just sight see a little bit sometime oh there's there's some nice things in Baltimore you know the Inner Harbor and the uh the Aquarium and all that are very nice um they've just done a um you known i you know the Aquarium is one of those things that you know because everybody	#telephone#	telephone_sw2756-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
things like that and those aren't being enforced but at the same time i want to see people protect themselves because things like the drug the drug war is not is not helping and i feel like i have to protect myself when i	go	out somewhere because there's so many people they're crazy people out there that's correct i don't know how maybe that's i agree one hundred percent i just uh what irritates me i guess is that they keep wanting to pass gun control laws that do nothing but take away your your constitutional amendments	#telephone#	telephone_sw2757-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
uh-huh and i	go	up and help him you know work in the store and stuff like that and it it's amazing the number of people that are buying guns and the reason they're buying them is they want to give their wife one to carry in the car with them right	#telephone#	telephone_sw2757-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
and i mean if you find if you offer a uh enough money to somebody they'll	go	get you a gun you know if your not eligible you know come to me offer me enough money i'll	#telephone#	telephone_sw2757-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
that certain women have taken career kind of jobs you know and and decided to	go	in and have one or two children and then	#telephone#	telephone_sw2758-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
uh-huh i'd be okay i don't even think i would	go	interview again yeah	#telephone#	telephone_sw2758-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
uh-huh they need to see that instead of you just telling them well after you	go	to bed at night i uh you know stuff envelopes envelopes for the Crippled Children's Association you know that doesn't count they need to see what it is you spend your time and your energy doing	#telephone#	telephone_sw2758-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
you know a lot of them one of them just had a child within the last year and he has totally changed from this seventy hour work person to somebody that	go	es God i'm ready get out of here you know i need to	#telephone#	telephone_sw2758-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
it is absolutely phenomenal that'll me too and my family they'll	go	oh my God you've	#telephone#	telephone_sw2758-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
that's a	go	od question um i had a job i had to	#telephone#	telephone_sw2759-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
and i've done employee assistant work and i i know the the kind of cost businesses	go	through in terms of accidents on the job right	#telephone#	telephone_sw2759-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
yeah they will give you an opportunity opportunity opportunity to	go	get your life straight rather than to lose your job that's true	#telephone#	telephone_sw2759-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
urine screen yeah it was really very official you have to	go	in a room solely by yourself sign papers that say you were totally alone sign papers that say this is yours and and you have to fill the bottle yourself and label it yourself and all of that so that they're sure that you haven't borrowed anybody's i guess or something	#telephone#	telephone_sw2759-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
and it it's apparently almost almost like a a calendar they they've	go	t it pretty precise now that they can	#telephone#	telephone_sw2759-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
yeah so i guess if they perfect that and then it's not quite as cumbersome as having to	go	fill a bottle or give blood or something like that yeah that's true	#telephone#	telephone_sw2759-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
and after about three hundred dollars i think it's	go	ing to be worth it just to	#telephone#	telephone_sw2760-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
so how about you well i haven't had to return anything recently but i you know i feel i'm	go	ing to i'm on a portable phone i'm	#telephone#	telephone_sw2760-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
really it really what didn't have what i wanted they didn't have the the type of family car i wanted but that car i had for five years and i never had one thing	go	wrong with it and it um only thing i had to have replaced was the clutch and i had to do that twice because it was my fault because i ride it all the time and uh so you know it wore out	#telephone#	telephone_sw2760-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
only thing i had to have replaced was the clutch and i had to do that twice because it was my fault because i ride it all the time and uh so you know it wore out well clutches are something that you really can't judge i mean they they some	go	out faster than others and yeah	#telephone#	telephone_sw2760-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
no uh like brakes uh i we have a a Volvo and the brakes	go	out on it on about every fifteen thousand miles yeah that's true	#telephone#	telephone_sw2760-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
well the thing is when you have to take your car in continually because it's not working and pay that much money in repair price bills it's ridiculous i i had a Plymouth that was just the worst car in the world and i mean everything that could	go	wrong with it went wrong with it i had it in to the dealership more than i had it out it was terrible and i	#telephone#	telephone_sw2760-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
hum-um hum-um we're just	go	ing to make it	#telephone#	telephone_sw2760-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
and so it has it seems that by doing it about six months ahead they can pretty much get everybody there if they don't you know they'll say oh we're planning to	go	so and so that	#telephone#	telephone_sw2761-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
um no the ones in Indiana uh-huh or you	go	to Indiana on that uh-huh where in Indiana	#telephone#	telephone_sw2761-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
and i mean it's just it's there's so much opportunity in a larger company to uh stay within the same company so you're not losing your seniority level but um just to try new things and and see new areas and departments and i mean you can in in a large company you can	go	from one department to another department as if if you switched companies sometimes well yes you have an opportunity to to use a J O B system which is a job opportunity system it's most companies most big companies have that but	#telephone#	telephone_sw2762-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
when you're with a small company i think you're right you could be even uh you can be a big person in a small company you know exactly i and i think you get a lot more support from your coworkers and and often times in a big company you are asked to	go	and do things in other areas that uh-huh	#telephone#	telephone_sw2762-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
but um yes i i'm i i get a lot of gratification from my job but some some folks i guess they	go	to work every day and they just	#telephone#	telephone_sw2762-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
uh-huh and it's i it's you know they use laser printers and all that and it's absolutely mind boggling uh because i could probably turn it on before i get the screen to	go	completely blank you know and i generally do that wow	#telephone#	telephone_sw2762-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
yeah yeah they work for us and and they they	go	to school back in the Fall uh-huh	#telephone#	telephone_sw2762-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
would you help them get into a drug rehab program i'd probably send them on a EAT program you know Employee Assistance Program i'd i'd make them	go	through that and uh the first time they'd have to	#telephone#	telephone_sw2763-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
i'd probably send them on a EAT program you know Employee Assistance Program i'd i'd make them	go	through that and uh the first time they'd have to	#telephone#	telephone_sw2763-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
fortunately i've never had to worry about that since i i have never even tried uh a puff or whatever it uh you know and if somebody gave me a thousand dollars and said Nancy	go	by some dope i wouldn't even know where to	#telephone#	telephone_sw2763-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
that you can come back and and rat on them and they'll get them that way if you see them at a party to you know doing dope you can	go	back to work and tell on them huh	#telephone#	telephone_sw2763-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
uh program manager for the Air Force and uh i uh i have to	go	on uh travel quite a bit to contractors facilities and when i do i have to have the hotel and all that kind of stuff but i've been trying to	#telephone#	telephone_sw2764-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
credit cards you have uh you you have to	go	and send them a copy and tell them you're not responsible for any bills right	#telephone#	telephone_sw2764-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
you should cut it off oh really i haven't i it i actually haven't timed any of them i just kind of	go	into conversation ends on it's own or uh or that uh that they do come in with that so well anyway it was nice	#telephone#	telephone_sw2764-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
the uh i i enjoy catching it too do you ever	go	out to the well i it's been a while since i've been out to watch i do watch a little on TV you know when i have the chance but uh	#telephone#	telephone_sw2765-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
uh position in there but i keep wondering why some of the real legends can't	go	just a little bit longer than they do well you know i wonder that too in watching some of these senior tournaments uh you know the uh the seniors skins and stuff like that on TV you see how well they're playing and you and you wonder why they're they're not able to you know to play with	#telephone#	telephone_sw2765-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
allows you to play competitively even though you don't play on the same level play competitively with just about anyone you know i can	go	out and stand a chance of winning a dime off of Jack Nicholas right	#telephone#	telephone_sw2765-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
and it's true you have loft of club and everything else but knowing how far to bring it back and the the concentration and all the things that	go	on in the human body to get it there there's a awful lot of mechanics involved in	#telephone#	telephone_sw2765-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
oh dear that's a hard one that's really hard for me because uh you know i really i have a son that's sixteen and i think you know eventually you know he'll be of of drafting age and i think	go	sh do i want him to	#telephone#	telephone_sw2766-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
are we	go	ing to lose more lives there see and i don't know i don't know i can't tell the future that's what scares me so much about it i mean i thought the war was	#telephone#	telephone_sw2766-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
um-hum it's okay for us to	go	expend our youth's	#telephone#	telephone_sw2766-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
yeah but they may not	go	into teaching um-hum	#telephone#	telephone_sw2767-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
maybe they don't apply for the job i don't know i don't i don't know how many	go	on and get a PhD in engineering right right which could be you know partial partially cultural anyway	#telephone#	telephone_sw2767-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
you were you were more ambitious than they would let you be right and the money didn't	go	with the positions yeah	#telephone#	telephone_sw2767-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
uh-huh they	go	t like several new color TV's for the people and and redid the dining room where they made it you know a lot more interesting place for them to be they made a little patio area where they can	#telephone#	telephone_sw2768-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
uh-huh uh-huh they can	go	outside and just to know that they're not you know laying in a room looking at gray walls you know that that would right	#telephone#	telephone_sw2768-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
and make sure that it's not a place like this one was uh-huh i didn't realize that there were groups that	go	in like that that's really neat that's really neat yeah yeah yeah it is it's real nice and um i know our church does it and there are a lot of other churches and they are just like civic organizations that do	#telephone#	telephone_sw2768-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
yeah yeah they'll tell me they'll reminisce about childhood and tell me something that they did and then the next time i	go	it's the same thing you know but uh-huh	#telephone#	telephone_sw2768-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
to nod their head and smile at them right i'll tell you the people i feel the sorriest for there's a guy at this particular one i	go	to that i think that he's really an intelligent person but he has cerebral palsy so bad that he just cannot communicate uh-huh	#telephone#	telephone_sw2768-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
uh-huh and i always	go	you know everyday i'm doing an education things and uh-huh	#telephone#	telephone_sw2768-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
um and i'm just i just want to hug them and	go	you are just fantastic and you know i could just imagine you know working in a home like that yeah yeah	#telephone#	telephone_sw2768-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
and	go	od food in the Blue Goose yeah that is a	#telephone#	telephone_sw2769-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
uh-huh yeah i	go	to Galligaskins' too quite a bit uh-huh	#telephone#	telephone_sw2769-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
that's true that is true do you typically	go	out uh for lunch or for dinner well both uh probably eat out for dinner say once or twice a week	#telephone#	telephone_sw2769-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
yeah uh i don't get out too much on the weekends but uh i'll occasionally	go	to an Italian restaurant or a Chinese restaurant uh-huh there is a new Italian restaurant that is really	#telephone#	telephone_sw2769-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
uh-huh it's real authentic Italian food and their deserts are fabulous so if you like Italian that that's a really	go	od place to	#telephone#	telephone_sw2769-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
it's real authentic Italian food and their deserts are fabulous so if you like Italian that that's a really	go	od place to	#telephone#	telephone_sw2769-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
yeah so uh once you've worked in a place like that uh oh i don't know you don't i'm kind of reluctant to	go	back yeah i can understand that	#telephone#	telephone_sw2769-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
place uh-huh uh-huh well i like just about any kind of food i can usually i can eat anything any at anytime so usually whatever my friends want to	go	eat it suits me just fine an uh-huh	#telephone#	telephone_sw2769-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
Super Salads is	go	od one of those things you	#telephone#	telephone_sw2769-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
uh-huh and uh she i've never	go	t the courage to	#telephone#	telephone_sw2769-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
uh-huh sandwiches are okay but there are better places to	go	the prices are not that cheap at the cafeteria yeah	#telephone#	telephone_sw2769-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
really take care of them are and are protective of them yeah i work and	go	to school and it's kind of nice you know you come home your your pet's there for you and wants to wants a little food a little attention yeah and and like my kids um they really want a dog badly	#telephone#	telephone_sw2770-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
a kind of traveled around traveled it was well yeah i don't i don't care for the smell of a litter box so my cat was trained to	go	outside other than that it was inside when it wanted to be it was outside when you know it yeah when i had a Cocker Spaniel it it was an outdoor dog and uh i think i liked that better uh-huh	#telephone#	telephone_sw2770-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
yeah i	go	t to take care a friend of mine's dog he's just	#telephone#	telephone_sw2770-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
yeah The Marcos yeah yeah so that sort of thing and the guy they	go	t in this last time uh he for once is a tried and true and really you know outright capitalist from the word	#telephone#	telephone_sw2771-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
that has been fairly capitalistic that have has spurts of times when they did rather well and then they sort of reverse because they have some sort of a military take over or something like that and they	go	into a dictatorship for awhile and yeah	#telephone#	telephone_sw2771-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
yeah and it would just sort of	go	downhill but uh uh	#telephone#	telephone_sw2771-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
i don't know you know it's i mean they've never really been a real force in the world i mean uh we heard about Argentina only when it tried to take over the Falcons and England had to	go	down there and kick their butt yeah	#telephone#	telephone_sw2771-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
all right okay well i can	go	ahead and start and tell you mine um we're from San Antonio and that's where i grew up so i was used to the heat and out here right now um	#telephone#	telephone_sw2772-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
oh okay and it's uh really nice uh it's a big area for people to come from the different uh countries mostly like Japan and Germany and England and they usually	go	to Carmel and vacation on the beaches so it's it's pretty nice uh year round but um cool always cool in the evenings and uh warm in the warm in the summer but it's stays pretty cool even uh during the winter for as nice as it is	#telephone#	telephone_sw2772-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
and um we usually get a fog uh right about oh i guess about four o'clock and it kind of rolls in over the coast and uh then it usually breaks back off again uh the next morning and if you	go	just a little bit ways in i'd i'd say about a fifteen minute drive in towards Salinas uh it the weather completely changes and it gets very hot and dry and uh the fog never makes it that far but along here it's uh very very uh different from the the Texas type weather	#telephone#	telephone_sw2772-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
huh feeling in the air but here um the well the water is extremely cold up here you can lay on the beach all you want but if you want to	go	wind suffering or diving or swimming you have to wear a wet suit uh-huh	#telephone#	telephone_sw2772-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
uh they the people i know that are from there uh they always miss it and they want to	go	back nothing seems quite as	#telephone#	telephone_sw2772-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
yeah but it's uh it's something as you know as i said won't	go	away so uh it'll be a	#telephone#	telephone_sw2773-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
i that's one part of the world i've i've been to north Africa a lot but not um i haven't been to Beirut or or Syria or Israel or uh Baghdad i would love to	go	there yeah i was never able to	#telephone#	telephone_sw2773-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
or Syria or Israel or uh Baghdad i would love to	go	there yeah i was never able to	#telephone#	telephone_sw2773-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
well um i don't know do we just terminate this or or do you have to talk for a a certain amount of time do you know no we can the after you	go	to i think its five somewhere between five and ten minutes they'll get a little master recording on here that	#telephone#	telephone_sw2775-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
and that was even just with two people that was a pain the only thing that saves it with the schedule i work and the schedule my wife works we're getting ready to	go	to work at different totally different times that's	#telephone#	telephone_sw2775-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
yeah so you're just the opposite from me you want to	go	back to that huh and then after you're getting married	#telephone#	telephone_sw2775-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
and um TI where i work has uh a fitness center so a lot of times after work or maybe on the weekend we'd	go	over there and lift weights and do the treadmill and um they have stair masters and all kinds of new machines that are fun to ride and	#telephone#	telephone_sw2776-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
uh Coronaries Cholesterol and Chlorine i'll have to remember that that'd be really interesting my husband wants to	go	into med school and be a neurosurgeon so he's really interested in the heart yeah	#telephone#	telephone_sw2776-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
