about sports, and I enjoy controlled risk-taking. [SEP] In short, your average, fairly well-informed sucker. [SEP] So	come	along, as I demonstrate how to lose scads of money in four easy steps, without leaving my desk chair or deriving any sort	#journal#	journal_ArticleIP_55913.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
America and what America is all about," Robertson argued. "Basketball is America's game. [SEP] … People	come	to games to see these stars play. [SEP] Stars have such influence on Americans today. [SEP] And it's just apropos for me to be here to say	#journal#	journal_ArticleIP_55965.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
The search for life beyond Earth always doubles back to our own existence. [SEP] Why are we this way? [SEP] How did we	come	about? [SEP] How special is it to be a thinking organism? [SEP] This is the kind of stuff you'd want	#journal#	journal_ArticleIP_56021.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
of betrayal. [SEP] In an editorial Wednesday, it called his new conciliatory stand an "extraordinary gamble" and demanded he	come	clean about what, if anything, the IRA is secretly offering to cause him "to take this leap in the dark."	#journal#	journal_ArticleIP_56060.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
Lee ). [SEP] Yet Regis Philbin deserves all his acclaim and more. [SEP] Regis has not	come	from nowhere. [SEP] He has	#journal#	journal_ArticleIP_56265.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
Regis has not	come	from nowhere. [SEP] He has	#journal#	journal_ArticleIP_56265.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
performances and sets about the seemingly impossible task of raising money to finish it. [SEP] Most of those funds will	come	from Borchardt's elderly and skeletal uncle, Bill, who lives in a ramshackle trailer but has evidently managed to	#journal#	journal_ArticleIP_56271.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
dedicated to American politics, some of which are lively and informative. [SEP] But let's say you	come	to the Internet without knowing precisely where you want to go--the position, we assume, of the average person. [SEP] How hard is it to find	#journal#	journal_ArticleIP_56291.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
discussion of issues at the meals, that we just talk about other things so that they could	come	to view each other not as adversaries but as human beings and as people living in the same place and the same society and wanting the same	#journal#	journal_ArticleIP_56341.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
"After reading your wrap-up I've	come	to the conclusion that you don't ride Amtrak very much and that you're getting your train perceptions from old movies. [SEP] Or you do ride	#journal#	journal_ArticleIP_56543.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
In contrast, Al Gore's contributions	come	more often from humble folks like my own family. [SEP] As the current U.S. News & World Report notes:	#journal#	journal_ArticleIP_56584.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
me to go away. [SEP] Nope. [SEP] I got a thank-you e-mail too. [SEP] Does this mean the U.S. really is taking over the world and I can now expect my Congressperson to	come	knocking here in good old God zone next election?	#journal#	journal_ArticleIP_56584.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
attacks" and "scare tactics. [SEP] " Everyone is accusing everyone else of negative campaigning, but nobody's answering the question that ought to	come	first: What's wrong with negative campaigning? [SEP] Politicians and journalists pretend to	#journal#	journal_ArticleIP_56628.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
Schwarzenegger's apocalyptic action thriller gets spanked by the critics. [SEP] The plot: The devil has	come	to Earth to mate at the stroke of midnight (Eastern Standard Time) as the millennium turns over, and Arnold must stop him or the	#journal#	journal_ArticleIP_56817.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
politically embarrassed. [SEP] The world is watching. [SEP] What do they see? [SEP] A major city in disorder. [SEP] It looks bad. [SEP] " A South American delegate told Vidal, "We have	come	thousands of miles for these talks. [SEP] America is supposed to lead the world--what	#journal#	journal_ArticleIP_57067.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
"Gramma, the kids at school say that one day, the Academy of Motion Picture Arts and Sciences is going to	come	to your home and demand the return of the Oscar (TM) you won for Ghost , citing the poor quality of your	#journal#	journal_ArticleIP_57349.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
convince the public of the advantages of freer trade but that the conference could not have	come	at a worse time: "Washington lacked leadership in painting a future for the WTO, and its conference was void of passion and vision."	#journal#	journal_ArticleIP_57480.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
non-profits have long since signed on to the Federal gravy train. [SEP] About a third of their revenues (on average) now	come	from the US Treasury (or its state equivalents), along with lots of strings that significantly compromise their	#journal#	journal_ArticleIP_57654.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
Brit" but an uncouth Australian. Under normal circumstances, being referred to as an "honorable gentleman" would be considered flattery but, where I	come	from, it's an insult.	#journal#	journal_ArticleIP_57654.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
next two years, up almost to the last days, I could see the cloud getting darker and darker but did not believe the Nixon presidency would	come	to a premature end. [SEP] For one thing, I had my own experience with the extent of bias	#journal#	journal_ArticleIP_5848.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
given a status report on the Watergate case, the constant refrain of which was that everything was going to	come	out all right. [SEP] I don't believe anyone was lying to us. [SEP] But no one told us--and perhaps didn't know--how the legal and	#journal#	journal_ArticleIP_5848.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
probably influenced by the president's concern with Watergate. [SEP] By the beginning of 1973, after the election, the wage-price control system began to	come	unglued. [SEP] The world food supply had fallen because of bad weather in Russia and	#journal#	journal_ArticleIP_5848.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
sought family assets lost in World War II. [SEP] The paper said, "Switzerland must	come	to terms with this uncomfortable past. [SEP] It was not alone among neutral countries in profiting from the war, and Nazi persecutions. [SEP] There is clearly	#journal#	journal_ArticleIP_61362.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
McCain's temper first began to circulate, McCain told reporters, "I guess the memo from the Bush campaign has	come	out to attack John McCain." [SEP] McCain has since backed away grudgingly from that allegation ("I was speaking	#journal#	journal_ArticleIP_61726.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
Accords and agreeing to let Serbs return to their burned homes. [SEP] But he has not allowed them to return in fact. [SEP] Only a handful of the 200,000 Serbs have	come	back to the Krajina. [SEP] (He has also refused to extradite the Croats indicted for	#journal#	journal_ArticleIP_64411.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
likely to be admitted to the European Union. [SEP] Almost everything Tudjman wished for has	come	true. [SEP] He has built an independent Croatia, driven virtually all its Serbs and Muslims into exile, and won Croats semi-autonomy in Bosnia. He	#journal#	journal_ArticleIP_64411.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
politics. [SEP] If they don't like what they see, they're gone. [SEP] " Cornfield's proposal for the directory has	come	under fire from anti-government and privacy advocates who tend to view government involvement in any endeavor	#journal#	journal_ArticleIP_64426.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
regardless of age, race or social background. [SEP] " All papers quoted Ali's remark on accepting the award, "I had a great time boxing. [SEP] I enjoyed it and I may	come	back. [SEP] "	#journal#	journal_ArticleIP_64535.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
easy categorization. [SEP] The endlessly reproduced images of that decade tend to	come	from television or photojournalism: marchers on the Edmund Pettis Bridge, children fleeing burning villages, police clubbing demonstrators in the streets	#journal#	journal_ArticleIP_64567.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
will attempt to measure existence value in such a way that they do, in fact,	come	up with a number that is in their favor. [SEP] This is my concern, it is not what I advocate. [SEP] As a University Professor I make every attempt to	#journal#	journal_ArticleIP_64670.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
turntable as the Mighty Mouse theme played, opening his mouth only to lip-sync the lyrics "Here I	come	to save the day." [SEP] He parlayed his foreign-man schtick into a job as Latka, the lovable foreign mechanic on the soon-to-be-hit series	#journal#	journal_ArticleIP_64749.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
the Moon relieves the true story of Kaufman's depressing decline. [SEP] In the film, for example, his wrestling days	come	to an abrupt end after he and Lawler erupt into a brawl while appearing on Late Night With David Letterman .	#journal#	journal_ArticleIP_64749.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
across the country in a kind of "touring carnival." [SEP] Zehme writes, "Nobody paid much attention." [SEP] The man who had once	come	up with a "has-been corner" skit, in which, as Zmuda recalls, forgotten performers "would be sent out to flounder in	#journal#	journal_ArticleIP_64749.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
"Both Schroeder and Peppermint Patty	come	out of the closet as Schulz admits his 'don't ask, don't tell' policy was a failure."-- Ken Novak ( Chris	#journal#	journal_ArticleIP_65176.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
simultaneously funny and sweet. [SEP] Few can. [SEP] Thurber, Woody Allen, and Mark O'Donnell	come	to mind. [SEP] But not many more. [SEP] I'll miss the strip. [SEP] Happiness Is a	#journal#	journal_ArticleIP_65176.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
'triangle'--a key element of which, it goes without saying in Germany, is his confidence that Mr. Blair will soon	come	down firmly on the side of British entry into economic and monetary union. [SEP] " The Times , which is strongly	#journal#	journal_ArticleIP_6688.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
(strangely, Prudie thinks) you should not be the one to spill the beans. [SEP] And since your father wants to	come	to Christmas dinner (strangely, Prudie thinks) the mechanistic thing to do to salvage the night is to quietly tell your dad	#journal#	journal_ArticleIP_66951.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
aloft in her apartment until she ends up crucified in midair. [SEP] What he can't do, though, is just	come	out and say what's on his mind. [SEP] His poor communication skills are mirrored by the	#journal#	journal_ArticleIP_66982.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
Byrne. [SEP] And if movies get any stupider the next millennium, the End of Days can't	come	soon enough for me.	#journal#	journal_ArticleIP_66982.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
adaptation of the E.B. White children's classic from becoming intolerable. [SEP] Apparently "it's easier to make a mouse talk than to	come	up with something interesting for him to say" (Kenneth Turan, the Los Angeles Times ).	#journal#	journal_ArticleIP_67328.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
be my servant and not my master, still less my torturer. [SEP] " … A 1980s editorial predicts: "Things will	come	flying through the windows of glasnost that Mikhail Gorbachev and the architects of	#journal#	journal_ArticleIP_67910.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
to the house what Joy of Cooking is to food" (Katy Kelly, USA Today ). The only negative comment critics can	come	up with is that on occasion "a schoolmarmish, admonitory tone creeps in" (Corby Kummer, the New	#journal#	journal_ArticleIP_67919.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
The very best comic strips, for my taste, are the magic ones. [SEP] They all	come	from the same place: "left field." [SEP] Also known as "the blue." [SEP] Or the intuition. [SEP] The	#journal#	journal_ArticleIP_67929.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
the same place: "left field." [SEP] Also known as "the blue." [SEP] Or the intuition. [SEP] The other place they	come	from is, of course, the real world. [SEP] It's a combination of the two. [SEP] The cartoonist experiences real life in some penetrating way. [SEP] Then he	#journal#	journal_ArticleIP_67929.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
powerful originality both visually and verbally. [SEP] Schulz would set you up with a couple of tiny tots speaking in childlike innocence for three panels, then	come	out of the wild blue yonder with one of them sounding suddenly like a	#journal#	journal_ArticleIP_67929.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
the father. [SEP] But that investigation, despite Drudge's serial hype, determined the woman's claims to be false. [SEP] Since then, many tabloid publishers have	come	to see Web gossip sites as both nuisance and competition.	#journal#	journal_ArticleIP_67955.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
aforementioned Jennifer Aniston story, in which one of the "strong hints" that Aniston was "in a family way" was the fact that when children	come	to the Friends set, she is always "the first to rush over and ask if she can	#journal#	journal_ArticleIP_67969.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
wear very nice diamond rings. [SEP] At work, I am often pestered for details about "the woman." [SEP] I really see no need to	come	out at work, as it could well alter my career for the worse. [SEP] What should I say to these nosey people who ask for	#journal#	journal_ArticleIP_67986.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
1989). [SEP] With Andy Kaufman, it seems not so much wrong as beside the point. [SEP] Where did the rage in Kaufman	come	from, and at what point did it kill the	#journal#	journal_ArticleIP_68018.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
economic globalization benefits only the developed world. [SEP] "Unless the imbalance is rectified and people in poor countries	come	to live stable lives, the connections among different people cannot be said to be a genuine network of	#journal#	journal_ArticleIP_68146.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
Dear Sal, You have perhaps	come	to the wrong person. [SEP] It has occurred to Prudie that maybe she's the secret love	#journal#	journal_ArticleIP_68264.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
Prudie knew of this organization, but it didn't	come	to mind; perhaps an indicator that sex addiction is less established in our society than alcoholism. [SEP] Thank you for	#journal#	journal_ArticleIP_68264.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
fundamental sadness of people who labor to make beautiful things--who soar--and then	come	down to a not-so-beautiful earth. [SEP] It would be charitable	#journal#	journal_ArticleIP_68313.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
expertise. [SEP] "There've been occasions where a great amount of current has been applied, and the meat actually will	come	off the executee's bone like the meat coming off a cooked chicken." [SEP] Leuchter set about making capital punishment more	#journal#	journal_ArticleIP_68313.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
chuckles. [SEP] Not only has McCain lost his temper, but Bush has bailed him out and has	come	through smiling. [SEP] Two more points to Bush. [SEP] 6. [SEP] In his closing statement, Bush says, "I'm the one person up	#journal#	journal_ArticleIP_68393.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
perfectly American. [SEP] He motions to the door closing behind the elderly French woman: "One day she'll	come	back here, light a match, and this whole building will be a crater."	#journal#	journal_ArticleIP_68576.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
terrorist responsible for masterminding the Lebanon hostage crisis and killing scores of American servicemen in Beirut has	come	out of retirement to lend his support to Chechen rebels fighting the Russian assault on Grozny. [SEP] "Imad	#journal#	journal_ArticleIP_68616.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
asking you about your personal opinion. [SEP] " Bush elaborated, "I don't believe it's the role of someone from outside South Carolina … to	come	into this state and tell the people of South Carolina what to do with their business when it	#journal#	journal_ArticleIP_68641.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
the top bidder, but the top two bidders have to pay whatever they bid. [SEP] That way, if at least two students bid at least $10, I	come	out ahead. [SEP] In fact,	#journal#	journal_ArticleIP_7103.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
fellow Santa Monica College alumna gets out of jail. [SEP] The Globe does not reveal if Monica's merchandise will	come	pre-stained. [SEP] There is,	#journal#	journal_ArticleIP_7109.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
Which for wild boar, which one is better for fish, So I'll	come	back home as fat as a Phaeacian? [SEP] Write me a letter; you're my authority.	#journal#	journal_ArticleIP_73061.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
"All right, so I lost my cool with those Hasid guys on Broadway who	come	right up to you and ask if you're Jewish. [SEP] I don't see why you have to put it all over the	#journal#	journal_ArticleIP_73275.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
be its strange and thick class co-mingling, wherein somebody in "waste management" gets to live in a town with country-club types. [SEP] Where,	come	summer, everybody heads to the shore. [SEP] (And can we get the Sopranos to the shore for an	#journal#	journal_ArticleIP_73366.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
A few words	come	to my mind ... [SEP] Lolita ... and jail. [SEP] If this happened as you say, the kid is big trouble and wildly precocious. [SEP] Or maybe she saw American	#journal#	journal_ArticleIP_73377.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
world. [SEP] No matter how much money you have, power is going to be the main event. [SEP] It is not like they are going to	come	in and usurp that. [SEP] " But perhaps money has never gone very far in Washington	#journal#	journal_ArticleIP_73434.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
that he doesn't like Americans, which makes him as good as French. [SEP] As he opens the door, I ask him if, in the three years he says he's lived here, he's	come	to know any of the French people in our building. [SEP] He finds the question	#journal#	journal_ArticleIP_73452.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
dog shit really interesting, the locals turn it into a competitive sport. [SEP] They	come	at you in packs and refuse to yield ground, even when they clearly lack the right of way. [SEP] If you want to get anywhere on foot you have to at once leap	#journal#	journal_ArticleIP_73452.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
I put down the book and tell Tabitha about The Look. [SEP] It probably won't	come	naturally to an American male, but, in an attempt to enter into the spirit of French	#journal#	journal_ArticleIP_73452.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
the last of the silver-spooners, born to privilege before meritocracy ended easy access to elite universities and golden-ring jobs. [SEP] "He'll	come	to the presidency with a lighter résumé than anybody has in at least a hundred years."	#journal#	journal_ArticleIP_73646.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
incompetence of the Gore campaign forced the candidate to eschew his ambivalence about politicking and	come	"to terms with his outer politician." [SEP] Gore's political performances often "reek of the greasepaint he rightly	#journal#	journal_ArticleIP_73646.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
tenure as New Yorker editor. [SEP] After a 10-year silence, Farber has finally	come	forward to publish 300 pages of their hitherto secret correspondence. [SEP] In letter after letter Mr. Shawn gracefully responds to Farber's lengthy missives	#journal#	journal_ArticleIP_73671.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
Waugh, he makes his fun out of snobbery. [SEP] Wolfe mocks the obsession with money and status, yet at the same time, his cleverest moments	come	from indulging in, not just exposing, invidious distinctions and superficial judgments. [SEP] The reader	#journal#	journal_ArticleIP_7373.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
caucuses. [SEP] "If they really love him, they will	come	see him. [SEP] Obviously they don't love him. [SEP] Instead of visiting Elián, his grandmothers	#journal#	journal_ArticleIP_73740.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
job," Bradley conceded as the unhappy returns came in. [SEP] The confidence may well be warranted. [SEP] But the humility may have	come	too late.	#journal#	journal_ArticleIP_73755.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
The paper also announced a "hotline" for gay MPs to phone. [SEP] "Do you want to	come	out?" it asked:	#journal#	journal_ArticleIP_7550.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
Are you a gay MP who'd like to	come	out? [SEP] The Sun has set up a hotline on 0171 782 4105 for ministers and MPs who are secretly homosexual. [SEP] Don't worry about the cost, we'll ring you	#journal#	journal_ArticleIP_7550.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
Lately, better synthetics have	come	along. [SEP] Powerdry, a polyester fabric designed by Malden Mills, and CoolMax, a polyester concoction from DuPont, boast two layer	#journal#	journal_ArticleIP_7559.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
sister, alas, does not regard Lover Boy as a problem. [SEP] Yet. [SEP] But have hope. [SEP] The day will	come	when your sib will see things clearly for herself, and her loving sister will be there to help her pick up the pieces. [SEP] Since you have gone on	#journal#	journal_ArticleIP_8050.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
she's doing it for both of us), and I also worry that this is stealing. [SEP] Can you help me	come	to terms with this situation? [SEP] Thank you. [SEP] --No Sticky Fingers	#journal#	journal_ArticleIP_8050.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
in the smoking section. [SEP] When I visit their homes, they smoke constantly. [SEP] When they	come	to my home, they are forever going out to the balcony to smoke. [SEP] I know that breathing this smoke is harmful to me. [SEP] Normally I avoid smoke, yet I	#journal#	journal_ArticleIP_8050.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
hats are out there, but they're all optional, and the range has shrunk. [SEP] They	come	in very few basic shapes (like dresses), and nobody gets any basic training in hat choice or hat management, since real allure is felt to reside	#journal#	journal_ArticleIP_8268.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
tolerate the movie's saccharine overdose praise the solid performances by Anthony Hopkins, as the tycoon whom Pitt has	come	to escort to the other side, and Claire Forlani, as the tycoon's daughter who falls in love with Pitt. [SEP] (Is	#journal#	journal_ArticleIP_8367.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
shed their clothes for laughs, but I don't see myself in the audience. [SEP] The term "slice of life" has	come	to mean dreary naturalism, but for the superb Richard LaGravenese, who wrote and directed	#journal#	journal_ArticleIP_8700.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
somehow, if Starr explains it just one more time, the American people will	come	to their senses. [SEP] During the lunch break, Rep. Steve Chabot, R-Ohio, actually tells reporters that today is important because "It's finally an	#journal#	journal_ArticleIP_8753.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
Flytrap hasn't seen since Monica testified in August. [SEP] Eight networks are here to cover it live, so are a zillion print reporters. [SEP] Michael Moore has	come	with a camera crew. [SEP] He has special access and lurks on the dais behind Democratic	#journal#	journal_ArticleIP_8753.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
an overpaid, absentee landlord like Muti or Abbado to a dedicated resident, especially given that the latter is likely to	come	much cheaper? [SEP] Partly, it's the battle for prestige. [SEP] A provincial orchestra with an off-brand conductor	#journal#	journal_ArticleIP_8798.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
his fellow countrymen that they wouldn't have to give up territory in exchange for peace, Le Monde said he has now	come	to recognize that territorial concessions are necessary. [SEP] "In his day, another Likud leader, Menachem Begin,	#journal#	journal_ArticleIP_8927.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
in action thrillers" (Susan Wloszczyna, USA Today ). Other critics claim that the Rugrats kids are "the funniest bunch of crumb-snatchers to	come	down the pike since Buckwheat, Alfalfa, and the Our Gang gang"	#journal#	journal_ArticleIP_9083.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
instructor, "These people [i.e., the slaves] loved the South. They weren't looking for some Yankees to	come	down here and save them." [SEP] Any historian can tell you that much of the	#journal#	journal_ArticleIP_9089.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
laboratory, actually escapes the Paula Jones suit's stringent definition of which organs must	come	into contact with which body parts. [SEP] As for Starr, as Kendall pointed out at the hearing, the independent counsel put out a press	#journal#	journal_ArticleIP_9140.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
wel	come	a return of their land, including that small piece of terrain that you presumably have sufficient mass to be able to occupy. [SEP] But, as it is, you	#journal#	journal_ArticleIP_9143.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
Starr explained, "We do not want to in any way be part of [the] story." [SEP] It wasn't necessary to disclose that the "information" had	come	from Starr's office, since his office was above reproach.	#journal#	journal_ArticleIP_9144.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
that together compose essentially the entire weapon. [SEP] Thus, lock, stock, and barrel has	come	to mean the entirety of something—the whole shooting match.	#journal#	journal_VOL15_1.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
Old English.   [SEP] A good book for browsing in, giving many Scots words which have	come	into use in other parts of the English-speaking world and others which	#journal#	journal_VOL15_1.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
amateur poetry reading in Trajan's time; the closest analogy Johnson could	come	up with, an elegant one under the circumstances, is his “female atheist.”	#journal#	journal_VOL15_1.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
other words such as “sonofabitch,” etc.   [SEP] If today among civilians it has	come	to mean a go-getter or a standout, then it has undergone another permutation and that is	#journal#	journal_VOL15_1.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
up things they do not know, the immediate assumption is that they ought to	come	to a reference book already aware that Homer was a real person (despite	#journal#	journal_VOL15_1.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
algebra before going to either dictionary are unlikely to	come	away any the wiser.   [SEP] But the second reads like gobbledygook while the first tries to provide some basic	#journal#	journal_VOL15_1.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
evidently thought useful by the manufacturer but which I never use.   [SEP] These boxes	come	with wires (called cables for some reason) that allow them to be connected	#journal#	journal_VOL15_1.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
Crown has been used for the monarch, or the Oval Office has	come	to stand for the President of the United States.   [SEP] “Address your remarks to the chair”	#journal#	journal_VOL15_2.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
just so much rubbish and wonder how people of the intelligence of M&S could possibly have	come	to frame it.   [SEP] The answer has nothing to do with their cause,	#journal#	journal_VOL15_2.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
after their names.   [SEP] Nowadays, however, there are few people who have not	come	across colleges and college graduates or (at the periphery of things) been invited	#journal#	journal_VOL15_2.txt	come	written	OANC_written	5	gone	come	driven	walked	arrived
javalina from jabalina .   [SEP] Since cattle ranching is common to both sides of the border, it should	come	as no surprise that there has been an exchange of ranch-related	#journal#	journal_VOL15_2.txt	come	written	OANC_written	1	go	come	drive	walk	arrive
